,team,total,date,source,abrv
14,San Antonio,207.5,2017-11-22,238,SAS
15,New Orleans,207.5,2017-11-22,238,NOP
16,Denver,222.5,2017-11-22,238,DEN
17,Houston,222.5,2017-11-22,238,HOU
18,Golden State,222.0,2017-11-22,238,GSW
19,Oklahoma City,222.0,2017-11-22,238,OKC
20,Dallas,199.5,2017-11-22,238,DAL
21,Memphis,199.5,2017-11-22,238,MEM
22,Milwaukee,219.0,2017-11-22,238,MIL
23,Phoenix,219.0,2017-11-22,238,PHX
24,Chicago,195.5,2017-11-22,238,CHI
25,Utah,195.5,2017-11-22,238,UTA
26,L.A. Lakers,205.5,2017-11-22,238,LAL
27,Sacramento,205.5,2017-11-22,238,SAC
0,Portland,210.5,2017-11-24,238,POR
1,Brooklyn,210.5,2017-11-24,238,BKN
2,Orlando,208.5,2017-11-24,238,ORL
3,Boston,208.5,2017-11-24,238,BOS
4,New York,207.0,2017-11-24,238,NYK
5,Atlanta,207.0,2017-11-24,238,ATL
6,Toronto,216.5,2017-11-24,238,TOR
7,Indiana,216.5,2017-11-24,238,IND
8,Miami,207.0,2017-11-24,238,MIA
9,Minnesota,207.0,2017-11-24,238,MIN
10,Detroit,201.0,2017-11-24,238,DET
11,Oklahoma City,201.0,2017-11-24,238,OKC
12,Charlotte,217.0,2017-11-24,238,CHA
13,Cleveland,217.0,2017-11-24,238,CLE
14,Memphis,211.0,2017-11-24,238,MEM
15,Denver,211.0,2017-11-24,238,DEN
16,New Orleans,225.5,2017-11-24,238,NOP
17,Phoenix,225.5,2017-11-24,238,PHX
18,Chicago,212.0,2017-11-24,238,CHI
19,Golden State,212.0,2017-11-24,238,GSW
0,Orlando,219.0,2017-11-27,238,ORL
1,Indiana,219.0,2017-11-27,238,IND
2,Cleveland,224.5,2017-11-27,238,CLE
3,Philadelphia,224.5,2017-11-27,238,PHI
4,Portland,204.0,2017-11-27,238,POR
5,New York,204.0,2017-11-27,238,NYK
6,Detroit,199.0,2017-11-27,238,DET
7,Boston,199.0,2017-11-27,238,BOS
8,Brooklyn,223.5,2017-11-27,238,BKN
9,Houston,223.5,2017-11-27,238,HOU
10,Dallas,195.0,2017-11-27,238,DAL
11,San Antonio,195.0,2017-11-27,238,SAS
12,Sacramento,204.5,2017-11-27,238,SAC
13,Golden State,204.5,2017-11-27,238,GSW
14,L.A. Lakers,216.5,2017-11-27,238,LAL
15,L.A. Clippers,216.5,2017-11-27,238,LAC
0,Utah,202.5,2017-11-15,238,UTA
1,New York,202.5,2017-11-15,238,NYK
2,Washington,211.5,2017-11-15,238,WAS
3,Miami,211.5,2017-11-15,238,MIA
4,Sacramento,205.0,2017-11-15,238,SAC
5,Atlanta,205.0,2017-11-15,238,ATL
6,Detroit,205.0,2017-11-15,238,DET
7,Milwaukee,205.0,2017-11-15,238,MIL
8,San Antonio,209.0,2017-11-15,238,SAS
9,Minnesota,209.0,2017-11-15,238,MIN
10,Cleveland,218.5,2017-11-15,238,CLE
11,Charlotte,218.5,2017-11-15,238,CHA
12,Chicago,204.5,2017-11-15,238,CHI
13,Oklahoma City,204.5,2017-11-15,238,OKC
14,Indiana,203.5,2017-11-15,238,IND
15,Memphis,203.5,2017-11-15,238,MEM
16,Toronto,218.0,2017-11-15,238,TOR
17,New Orleans,218.0,2017-11-15,238,NOP
18,Orlando,214.5,2017-11-15,238,ORL
19,Portland,214.5,2017-11-15,238,POR
20,Philadelphia,221.0,2017-11-15,238,PHI
21,L.A. Lakers,221.0,2017-11-15,238,LAL
0,Miami,210.0,2017-11-28,238,MIA
1,Cleveland,210.0,2017-11-28,238,CLE
2,Phoenix,213.0,2017-11-28,238,PHX
3,Chicago,213.0,2017-11-28,238,CHI
4,Washington,209.5,2017-11-28,238,WAS
5,Minnesota,209.5,2017-11-28,238,MIN
6,Milwaukee,196.5,2017-11-28,238,MIL
7,Sacramento,196.5,2017-11-28,238,SAC
8,Denver,206.0,2017-11-28,238,DEN
9,Utah,206.0,2017-11-28,238,UTA
0,Phoenix,216.5,2017-11-29,238,PHX
1,Detroit,216.5,2017-11-29,238,DET
2,Oklahoma City,213.5,2017-11-29,238,OKC
3,Orlando,213.5,2017-11-29,238,ORL
4,Washington,211.5,2017-11-29,238,WAS
5,Philadelphia,211.5,2017-11-29,238,PHI
6,Charlotte,205.0,2017-11-29,238,CHA
7,Toronto,205.0,2017-11-29,238,TOR
8,Miami,206.5,2017-11-29,238,MIA
9,New York,206.5,2017-11-29,238,NYK
10,Indiana,224.0,2017-11-29,238,IND
11,Houston,224.0,2017-11-29,238,HOU
12,Minnesota,215.0,2017-11-29,238,MIN
13,New Orleans,215.0,2017-11-29,238,NOP
14,Brooklyn,211.0,2017-11-29,238,BKN
15,Dallas,211.0,2017-11-29,238,DAL
16,Memphis,195.0,2017-11-29,238,MEM
17,San Antonio,195.0,2017-11-29,238,SAS
18,Golden State,228.5,2017-11-29,238,GSW
19,L.A. Lakers,228.5,2017-11-29,238,LAL
0,Boston,205.0,2017-11-06,238,BOS
1,Atlanta,205.0,2017-11-06,238,ATL
2,Brooklyn,234.0,2017-11-06,238,BKN
3,Phoenix,234.0,2017-11-06,238,PHX
4,Miami,223.5,2017-11-06,238,MIA
5,Golden State,223.5,2017-11-06,238,GSW
0,Philadelphia,211.5,2017-11-30,238,PHI
1,Boston,211.5,2017-11-30,238,BOS
2,Cleveland,218.0,2017-11-30,238,CLE
3,Atlanta,218.0,2017-11-30,238,ATL
4,Chicago,209.0,2017-11-30,238,CHI
5,Denver,209.0,2017-11-30,238,DEN
6,Milwaukee,200.5,2017-11-30,238,MIL
7,Portland,200.5,2017-11-30,238,POR
8,Utah,203.0,2017-11-30,238,UTA
9,L.A. Clippers,203.0,2017-11-30,238,LAC
0,Detroit,203.5,2017-12-01,238,DET
1,Washington,203.5,2017-12-01,238,WAS
2,Golden State,229.0,2017-12-01,238,GSW
3,Orlando,229.0,2017-12-01,238,ORL
4,Indiana,217.5,2017-12-01,238,IND
5,Toronto,217.5,2017-12-01,238,TOR
6,Sacramento,195.0,2017-12-01,238,SAC
7,Chicago,195.0,2017-12-01,238,CHI
8,San Antonio,192.5,2017-12-01,238,SAS
9,Memphis,192.5,2017-12-01,238,MEM
10,Charlotte,206.0,2017-12-01,238,CHA
11,Miami,206.0,2017-12-01,238,MIA
12,Minnesota,208.0,2017-12-01,238,MIN
13,Oklahoma City,208.0,2017-12-01,238,OKC
14,New Orleans,205.0,2017-12-01,238,NOP
15,Utah,205.0,2017-12-01,238,UTA
0,Phoenix,216.5,2017-12-02,238,PHX
1,Boston,216.5,2017-12-02,238,BOS
2,L.A. Clippers,208.0,2017-12-02,238,LAC
3,Dallas,208.0,2017-12-02,238,DAL
4,Atlanta,217.5,2017-12-02,238,ATL
5,Brooklyn,217.5,2017-12-02,238,BKN
6,Memphis,205.5,2017-12-02,238,MEM
7,Cleveland,205.5,2017-12-02,238,CLE
8,Detroit,213.0,2017-12-02,238,DET
9,Philadelphia,213.0,2017-12-02,238,PHI
10,Sacramento,199.5,2017-12-02,238,SAC
11,Milwaukee,199.5,2017-12-02,238,MIL
12,L.A. Lakers,222.0,2017-12-02,238,LAL
13,Denver,222.0,2017-12-02,238,DEN
14,New Orleans,210.5,2017-12-02,238,NOP
15,Portland,210.5,2017-12-02,238,POR
0,Miami,195.5,2017-11-26,238,MIA
1,Chicago,195.5,2017-11-26,238,CHI
2,Phoenix,220.5,2017-11-26,238,PHX
3,Minnesota,220.5,2017-11-26,238,MIN
4,Brooklyn,212.0,2017-11-26,238,BKN
5,Memphis,212.0,2017-11-26,238,MEM
0,Orlando,212.0,2017-12-03,238,ORL
1,New York,212.0,2017-12-03,238,NYK
2,L.A. Clippers,214.5,2017-12-03,238,LAC
3,Minnesota,214.5,2017-12-03,238,MIN
4,San Antonio,199.5,2017-12-03,238,SAS
5,Oklahoma City,199.5,2017-12-03,238,OKC
6,Golden State,221.5,2017-12-03,238,GSW
7,Miami,221.5,2017-12-03,238,MIA
8,Houston,223.0,2017-12-03,238,HOU
9,L.A. Lakers,223.0,2017-12-03,238,LAL
0,Orlando,219.0,2017-12-04,238,ORL
1,Charlotte,219.0,2017-12-04,238,CHA
2,New York,211.5,2017-12-04,238,NYK
3,Indiana,211.5,2017-12-04,238,IND
4,Phoenix,227.5,2017-12-04,238,PHX
5,Philadelphia,227.5,2017-12-04,238,PHI
6,Milwaukee,203.0,2017-12-04,238,MIL
7,Boston,203.0,2017-12-04,238,BOS
8,Brooklyn,222.0,2017-12-04,238,BKN
9,Atlanta,222.0,2017-12-04,238,ATL
10,Cleveland,210.0,2017-12-04,238,CLE
11,Chicago,210.0,2017-12-04,238,CHI
12,Golden State,228.5,2017-12-04,238,GSW
13,New Orleans,228.5,2017-12-04,238,NOP
14,Minnesota,200.5,2017-12-04,238,MIN
15,Memphis,200.5,2017-12-04,238,MEM
16,Denver,209.0,2017-12-04,238,DEN
17,Dallas,209.0,2017-12-04,238,DAL
18,Detroit,200.5,2017-12-04,238,DET
19,San Antonio,200.5,2017-12-04,238,SAS
20,Washington,196.5,2017-12-04,238,WAS
21,Utah,196.5,2017-12-04,238,UTA
0,L.A. Lakers,222.0,2017-12-07,238,LAL
1,Philadelphia,222.0,2017-12-07,238,PHI
2,Washington,213.5,2017-12-07,238,WAS
3,Phoenix,213.5,2017-12-07,238,PHX
4,Oklahoma City,215.5,2017-12-07,238,OKC
5,Brooklyn,215.5,2017-12-07,238,BKN
6,Houston,211.0,2017-12-07,238,HOU
7,Utah,211.0,2017-12-07,238,UTA
0,Atlanta,215.5,2017-12-06,238,ATL
1,Orlando,215.5,2017-12-06,238,ORL
2,Sacramento,210.0,2017-12-06,238,SAC
3,Cleveland,210.0,2017-12-06,238,CLE
4,Chicago,207.0,2017-12-06,238,CHI
5,Indiana,207.0,2017-12-06,238,IND
6,Dallas,201.5,2017-12-06,238,DAL
7,Boston,201.5,2017-12-06,238,BOS
8,Memphis,197.0,2017-12-06,238,MEM
9,New York,197.0,2017-12-06,238,NYK
10,Detroit,203.5,2017-12-06,238,DET
11,Milwaukee,203.5,2017-12-06,238,MIL
12,Denver,222.5,2017-12-06,238,DEN
13,New Orleans,222.5,2017-12-06,238,NOP
14,Golden State,215.0,2017-12-06,238,GSW
15,Charlotte,215.0,2017-12-06,238,CHA
16,Miami,197.5,2017-12-06,238,MIA
17,San Antonio,197.5,2017-12-06,238,SAS
18,Minnesota,210.5,2017-12-06,238,MIN
19,L.A. Clippers,210.5,2017-12-06,238,LAC
0,Denver,217.5,2017-12-08,238,DEN
1,Orlando,217.5,2017-12-08,238,ORL
2,Chicago,202.5,2017-12-08,238,CHI
3,Charlotte,202.5,2017-12-08,238,CHA
4,Golden State,211.5,2017-12-08,238,GSW
5,Detroit,211.5,2017-12-08,238,DET
6,Cleveland,221.5,2017-12-08,238,CLE
7,Indiana,221.5,2017-12-08,238,IND
8,Sacramento,208.5,2017-12-08,238,SAC
9,New Orleans,208.5,2017-12-08,238,NOP
10,Toronto,202.0,2017-12-08,238,TOR
11,Memphis,202.0,2017-12-08,238,MEM
12,Dallas,201.5,2017-12-08,238,DAL
13,Milwaukee,201.5,2017-12-08,238,MIL
14,Boston,197.5,2017-12-08,238,BOS
15,San Antonio,197.5,2017-12-08,238,SAS
0,Washington,205.0,2017-12-09,238,WAS
1,L.A. Clippers,205.0,2017-12-09,238,LAC
2,Miami,212.0,2017-12-09,238,MIA
3,Brooklyn,212.0,2017-12-09,238,BKN
4,L.A. Lakers,211.5,2017-12-09,238,LAL
5,Charlotte,211.5,2017-12-09,238,CHA
6,Orlando,208.0,2017-12-09,238,ORL
7,Atlanta,208.0,2017-12-09,238,ATL
8,Philadelphia,220.5,2017-12-09,238,PHI
9,Cleveland,220.5,2017-12-09,238,CLE
10,New York,199.5,2017-12-09,238,NYK
11,Chicago,199.5,2017-12-09,238,CHI
12,Utah,197.0,2017-12-09,238,UTA
13,Milwaukee,197.0,2017-12-09,238,MIL
14,San Antonio,206.0,2017-12-09,238,SAS
15,Phoenix,206.0,2017-12-09,238,PHX
16,Oklahoma City,196.0,2017-12-09,238,OKC
17,Memphis,196.0,2017-12-09,238,MEM
18,Houston,217.5,2017-12-09,238,HOU
19,Portland,217.5,2017-12-09,238,POR
0,Toronto,207.0,2017-12-10,238,TOR
1,Sacramento,207.0,2017-12-10,238,SAC
2,Boston,202.0,2017-12-10,238,BOS
3,Detroit,202.0,2017-12-10,238,DET
4,Denver,217.5,2017-12-10,238,DEN
5,Indiana,217.5,2017-12-10,238,IND
6,Philadelphia,216.5,2017-12-10,238,PHI
7,New Orleans,216.5,2017-12-10,238,NOP
8,Dallas,208.5,2017-12-10,238,DAL
9,Minnesota,208.5,2017-12-10,238,MIN
10,Atlanta,206.0,2017-12-10,238,ATL
11,New York,206.0,2017-12-10,238,NYK
0,Denver,211.0,2017-12-12,238,DEN
1,Detroit,211.0,2017-12-12,238,DET
2,Atlanta,215.0,2017-12-12,238,ATL
3,Cleveland,215.0,2017-12-12,238,CLE
4,L.A. Lakers,211.5,2017-12-12,238,LAL
5,New York,211.5,2017-12-12,238,NYK
6,Washington,214.0,2017-12-12,238,WAS
7,Brooklyn,214.0,2017-12-12,238,BKN
8,San Antonio,200.5,2017-12-12,238,SAS
9,Dallas,200.5,2017-12-12,238,DAL
10,Philadelphia,215.5,2017-12-12,238,PHI
11,Minnesota,215.5,2017-12-12,238,MIN
12,Phoenix,210.0,2017-12-12,238,PHX
13,Sacramento,210.0,2017-12-12,238,SAC
0,Phoenix,224.5,2017-12-05,238,PHX
1,Toronto,224.5,2017-12-05,238,TOR
2,Utah,198.5,2017-12-05,238,UTA
3,Oklahoma City,198.5,2017-12-05,238,OKC
4,Washington,202.5,2017-12-05,238,WAS
5,Portland,202.5,2017-12-05,238,POR
0,New York,213.0,2017-12-14,238,NYK
1,Brooklyn,213.0,2017-12-14,238,BKN
2,Detroit,205.5,2017-12-14,238,DET
3,Atlanta,205.5,2017-12-14,238,ATL
4,Sacramento,202.0,2017-12-14,238,SAC
5,Minnesota,202.0,2017-12-14,238,MIN
6,L.A. Lakers,220.5,2017-12-14,238,LAL
7,Cleveland,220.5,2017-12-14,238,CLE
8,Dallas,210.5,2017-12-14,238,DAL
9,Golden State,210.5,2017-12-14,238,GSW
0,L.A. Clippers,210.5,2017-12-13,238,LAC
1,Orlando,210.5,2017-12-13,238,ORL
2,Oklahoma City,213.0,2017-12-13,238,OKC
3,Indiana,213.0,2017-12-13,238,IND
4,Memphis,200.0,2017-12-13,238,MEM
5,Washington,200.0,2017-12-13,238,WAS
6,Portland,203.5,2017-12-13,238,POR
7,Miami,203.5,2017-12-13,238,MIA
8,Denver,208.5,2017-12-13,238,DEN
9,Boston,208.5,2017-12-13,238,BOS
10,Utah,196.0,2017-12-13,238,UTA
11,Chicago,196.0,2017-12-13,238,CHI
12,Milwaukee,218.0,2017-12-13,238,MIL
13,New Orleans,218.0,2017-12-13,238,NOP
14,Toronto,221.0,2017-12-13,238,TOR
15,Phoenix,221.0,2017-12-13,238,PHX
16,Charlotte,219.0,2017-12-13,238,CHA
17,Houston,219.0,2017-12-13,238,HOU
0,Portland,205.0,2017-12-16,238,POR
1,Charlotte,205.0,2017-12-16,238,CHA
2,Utah,212.0,2017-12-16,238,UTA
3,Cleveland,212.0,2017-12-16,238,CLE
4,Oklahoma City,202.0,2017-12-16,238,OKC
5,New York,202.0,2017-12-16,238,NYK
6,Phoenix,217.5,2017-12-16,238,PHX
7,Minnesota,217.5,2017-12-16,238,MIN
8,Milwaukee,221.5,2017-12-16,238,MIL
9,Houston,221.5,2017-12-16,238,HOU
10,L.A. Clippers,205.5,2017-12-16,238,LAC
11,Miami,205.5,2017-12-16,238,MIA
12,Dallas,198.0,2017-12-16,238,DAL
13,San Antonio,198.0,2017-12-16,238,SAS
14,Boston,195.0,2017-12-16,238,BOS
15,Memphis,195.0,2017-12-16,238,MEM
0,Miami,203.5,2017-12-15,238,MIA
1,Charlotte,203.5,2017-12-15,238,CHA
2,Detroit,208.0,2017-12-15,238,DET
3,Indiana,208.0,2017-12-15,238,IND
4,Oklahoma City,213.5,2017-12-15,238,OKC
5,Philadelphia,213.5,2017-12-15,238,PHI
6,Portland,208.5,2017-12-15,238,POR
7,Orlando,208.5,2017-12-15,238,ORL
8,L.A. Clippers,208.5,2017-12-15,238,LAC
9,Washington,208.5,2017-12-15,238,WAS
10,Utah,197.0,2017-12-15,238,UTA
11,Boston,197.0,2017-12-15,238,BOS
12,Brooklyn,218.0,2017-12-15,238,BKN
13,Toronto,218.0,2017-12-15,238,TOR
14,Atlanta,199.0,2017-12-15,238,ATL
15,Memphis,199.0,2017-12-15,238,MEM
16,Chicago,205.0,2017-12-15,238,CHI
17,Milwaukee,205.0,2017-12-15,238,MIL
18,New Orleans,222.0,2017-12-15,238,NOP
19,Denver,222.0,2017-12-15,238,DEN
20,San Antonio,214.5,2017-12-15,238,SAS
21,Houston,214.5,2017-12-15,238,HOU
0,Sacramento,203.0,2017-12-17,238,SAC
1,Toronto,203.0,2017-12-17,238,TOR
2,Orlando,204.5,2017-12-17,238,ORL
3,Detroit,204.5,2017-12-17,238,DET
4,Indiana,219.5,2017-12-17,238,IND
5,Brooklyn,219.5,2017-12-17,238,BKN
6,Cleveland,216.0,2017-12-17,238,CLE
7,Washington,216.0,2017-12-17,238,WAS
0,Boston,206.5,2017-12-18,238,BOS
1,Indiana,206.5,2017-12-18,238,IND
2,New York,206.0,2017-12-18,238,NYK
3,Charlotte,206.0,2017-12-18,238,CHA
4,Miami,201.5,2017-12-18,238,MIA
5,Atlanta,201.5,2017-12-18,238,ATL
6,Utah,216.5,2017-12-18,238,UTA
7,Houston,216.5,2017-12-18,238,HOU
8,Philadelphia,209.5,2017-12-18,238,PHI
9,Chicago,209.5,2017-12-18,238,CHI
10,Portland,207.5,2017-12-18,238,POR
11,Minnesota,207.5,2017-12-18,238,MIN
12,Denver,211.5,2017-12-18,238,DEN
13,Oklahoma City,211.5,2017-12-18,238,OKC
14,Phoenix,209.0,2017-12-18,238,PHX
15,Dallas,209.0,2017-12-18,238,DAL
16,L.A. Clippers,199.5,2017-12-18,238,LAC
17,San Antonio,199.5,2017-12-18,238,SAS
18,Golden State,219.0,2017-12-18,238,GSW
19,L.A. Lakers,219.0,2017-12-18,238,LAL
0,Chicago,216.0,2017-12-21,238,CHI
1,Cleveland,216.0,2017-12-21,238,CLE
2,Toronto,217.5,2017-12-21,238,TOR
3,Philadelphia,217.5,2017-12-21,238,PHI
4,Boston,203.5,2017-12-21,238,BOS
5,New York,203.5,2017-12-21,238,NYK
6,Memphis,202.5,2017-12-21,238,MEM
7,Phoenix,202.5,2017-12-21,238,PHX
8,San Antonio,195.0,2017-12-21,238,SAS
9,Utah,195.0,2017-12-21,238,UTA
0,Miami,194.0,2017-12-11,238,MIA
1,Memphis,194.0,2017-12-11,238,MEM
2,New Orleans,227.0,2017-12-11,238,NOP
3,Houston,227.0,2017-12-11,238,HOU
4,Boston,193.0,2017-12-11,238,BOS
5,Chicago,193.0,2017-12-11,238,CHI
6,Charlotte,207.0,2017-12-11,238,CHA
7,Oklahoma City,207.0,2017-12-11,238,OKC
8,Toronto,215.0,2017-12-11,238,TOR
9,L.A. Clippers,215.0,2017-12-11,238,LAC
10,Portland,217.5,2017-12-11,238,POR
11,Golden State,217.5,2017-12-11,238,GSW
0,Toronto,212.0,2017-12-20,238,TOR
1,Charlotte,212.0,2017-12-20,238,CHA
2,Miami,200.0,2017-12-20,238,MIA
3,Boston,200.0,2017-12-20,238,BOS
4,Sacramento,207.0,2017-12-20,238,SAC
5,Brooklyn,207.0,2017-12-20,238,BKN
6,Indiana,213.5,2017-12-20,238,IND
7,Atlanta,213.5,2017-12-20,238,ATL
8,Utah,196.5,2017-12-20,238,UTA
9,Oklahoma City,196.5,2017-12-20,238,OKC
10,L.A. Lakers,225.5,2017-12-20,238,LAL
11,Houston,225.5,2017-12-20,238,HOU
12,Orlando,210.0,2017-12-20,238,ORL
13,Chicago,210.0,2017-12-20,238,CHI
14,Detroit,197.0,2017-12-20,238,DET
15,Dallas,197.0,2017-12-20,238,DAL
16,Minnesota,215.5,2017-12-20,238,MIN
17,Denver,215.5,2017-12-20,238,DEN
18,San Antonio,198.5,2017-12-20,238,SAS
19,Portland,198.5,2017-12-20,238,POR
20,Phoenix,215.5,2017-12-20,238,PHX
21,L.A. Clippers,215.5,2017-12-20,238,LAC
22,Memphis,205.5,2017-12-20,238,MEM
23,Golden State,205.5,2017-12-20,238,GSW
0,New Orleans,218.5,2017-12-22,238,NOP
1,Orlando,218.5,2017-12-22,238,ORL
2,New York,202.0,2017-12-22,238,NYK
3,Detroit,202.0,2017-12-22,238,DET
4,Washington,215.0,2017-12-22,238,WAS
5,Brooklyn,215.0,2017-12-22,238,BKN
6,Charlotte,209.0,2017-12-22,238,CHA
7,Milwaukee,209.0,2017-12-22,238,MIL
8,L.A. Clippers,220.5,2017-12-22,238,LAC
9,Houston,220.5,2017-12-22,238,HOU
10,Dallas,196.0,2017-12-22,238,DAL
11,Miami,196.0,2017-12-22,238,MIA
12,Atlanta,203.0,2017-12-22,238,ATL
13,Oklahoma City,203.0,2017-12-22,238,OKC
14,Denver,203.5,2017-12-22,238,DEN
15,Portland,203.5,2017-12-22,238,POR
16,L.A. Lakers,216.0,2017-12-22,238,LAL
17,Golden State,216.0,2017-12-22,238,GSW
0,Philadelphia,211.5,2017-12-25,238,PHI
1,New York,211.5,2017-12-25,238,NYK
2,Cleveland,216.0,2017-12-25,238,CLE
3,Golden State,216.0,2017-12-25,238,GSW
4,Washington,210.5,2017-12-25,238,WAS
5,Boston,210.5,2017-12-25,238,BOS
6,Houston,219.5,2017-12-25,238,HOU
7,Oklahoma City,219.5,2017-12-25,238,OKC
8,Minnesota,216.0,2017-12-25,238,MIN
9,L.A. Lakers,216.0,2017-12-25,238,LAL
0,Philadelphia,218.0,2017-12-23,238,PHI
1,Toronto,218.0,2017-12-23,238,TOR
2,Milwaukee,207.0,2017-12-23,238,MIL
3,Charlotte,207.0,2017-12-23,238,CHA
4,Orlando,212.0,2017-12-23,238,ORL
5,Washington,212.0,2017-12-23,238,WAS
6,Brooklyn,216.5,2017-12-23,238,BKN
7,Indiana,216.5,2017-12-23,238,IND
8,Dallas,203.0,2017-12-23,238,DAL
9,Atlanta,203.0,2017-12-23,238,ATL
10,Chicago,204.5,2017-12-23,238,CHI
11,Boston,204.5,2017-12-23,238,BOS
12,L.A. Clippers,197.5,2017-12-23,238,LAC
13,Memphis,197.5,2017-12-23,238,MEM
14,New Orleans,209.0,2017-12-23,238,NOP
15,Miami,209.0,2017-12-23,238,MIA
16,Oklahoma City,197.5,2017-12-23,238,OKC
17,Utah,197.5,2017-12-23,238,UTA
18,Denver,217.5,2017-12-23,238,DEN
19,Golden State,217.5,2017-12-23,238,GSW
20,Minnesota,217.0,2017-12-23,238,MIN
21,Phoenix,217.0,2017-12-23,238,PHX
22,Portland,201.0,2017-12-23,238,POR
23,L.A. Lakers,201.0,2017-12-23,238,LAL
24,San Antonio,196.0,2017-12-23,238,SAS
25,Sacramento,196.0,2017-12-23,238,SAC
0,Detroit,205.5,2017-12-28,238,DET
1,Orlando,205.5,2017-12-28,238,ORL
2,Minnesota,211.5,2017-12-28,238,MIN
3,Milwaukee,211.5,2017-12-28,238,MIL
4,Houston,216.5,2017-12-28,238,HOU
5,Boston,216.5,2017-12-28,238,BOS
6,New York,199.5,2017-12-28,238,NYK
7,San Antonio,199.5,2017-12-28,238,SAS
8,Philadelphia,207.5,2017-12-28,238,PHI
9,Portland,207.5,2017-12-28,238,POR
0,San Antonio,197.5,2017-12-30,238,SAS
1,Detroit,197.5,2017-12-30,238,DET
2,New York,216.5,2017-12-30,238,NYK
3,New Orleans,216.5,2017-12-30,238,NOP
4,Miami,206.5,2017-12-30,238,MIA
5,Orlando,206.5,2017-12-30,238,ORL
6,Portland,203.5,2017-12-30,238,POR
7,Atlanta,203.5,2017-12-30,238,ATL
8,Cleveland,208.0,2017-12-30,238,CLE
9,Utah,208.0,2017-12-30,238,UTA
10,Memphis,205.5,2017-12-30,238,MEM
11,Golden State,205.5,2017-12-30,238,GSW
12,Philadelphia,214.0,2017-12-30,238,PHI
13,Denver,214.0,2017-12-30,238,DEN
0,Chicago,211.0,2017-12-31,238,CHI
1,Washington,211.0,2017-12-31,238,WAS
2,Minnesota,208.5,2017-12-31,238,MIN
3,Indiana,208.5,2017-12-31,238,IND
4,Brooklyn,209.5,2017-12-31,238,BKN
5,Boston,209.5,2017-12-31,238,BOS
6,L.A. Lakers,225.5,2017-12-31,238,LAL
7,Houston,225.5,2017-12-31,238,HOU
8,Memphis,192.0,2017-12-31,238,MEM
9,Sacramento,192.0,2017-12-31,238,SAC
10,Dallas,203.5,2017-12-31,238,DAL
11,Oklahoma City,203.5,2017-12-31,238,OKC
12,Charlotte,212.0,2017-12-31,238,CHA
13,L.A. Clippers,212.0,2017-12-31,238,LAC
14,Philadelphia,221.0,2017-12-31,238,PHI
15,Phoenix,221.0,2017-12-31,238,PHX
0,Indiana,207.0,2017-12-26,238,IND
1,Detroit,207.0,2017-12-26,238,DET
2,Toronto,210.0,2017-12-26,238,TOR
3,Dallas,210.0,2017-12-26,238,DAL
4,Orlando,204.5,2017-12-26,238,ORL
5,Miami,204.5,2017-12-26,238,MIA
6,Chicago,210.5,2017-12-26,238,CHI
7,Milwaukee,210.5,2017-12-26,238,MIL
8,Brooklyn,207.0,2017-12-26,238,BKN
9,San Antonio,207.0,2017-12-26,238,SAS
10,Memphis,204.5,2017-12-26,238,MEM
11,Phoenix,204.5,2017-12-26,238,PHX
12,Utah,205.0,2017-12-26,238,UTA
13,Denver,205.0,2017-12-26,238,DEN
14,Sacramento,206.0,2017-12-26,238,SAC
15,L.A. Clippers,206.0,2017-12-26,238,LAC
0,New Orleans,216.5,2017-12-19,238,NOP
1,Washington,216.5,2017-12-19,238,WAS
2,Sacramento,207.0,2017-12-19,238,SAC
3,Philadelphia,207.0,2017-12-19,238,PHI
4,Cleveland,215.0,2017-12-19,238,CLE
5,Milwaukee,215.0,2017-12-19,238,MIL
0,Houston,225.0,2017-12-29,238,HOU
1,Washington,225.0,2017-12-29,238,WAS
2,Atlanta,218.0,2017-12-29,238,ATL
3,Toronto,218.0,2017-12-29,238,TOR
4,Brooklyn,204.0,2017-12-29,238,BKN
5,Miami,204.0,2017-12-29,238,MIA
6,Dallas,212.5,2017-12-29,238,DAL
7,New Orleans,212.5,2017-12-29,238,NOP
8,Milwaukee,208.0,2017-12-29,238,MIL
9,Oklahoma City,208.0,2017-12-29,238,OKC
10,Indiana,206.0,2017-12-29,238,IND
11,Chicago,206.0,2017-12-29,238,CHI
12,Phoenix,211.0,2017-12-29,238,PHX
13,Sacramento,211.0,2017-12-29,238,SAC
14,Charlotte,211.5,2017-12-29,238,CHA
15,Golden State,211.5,2017-12-29,238,GSW
16,L.A. Clippers,218.0,2017-12-29,238,LAC
17,L.A. Lakers,218.0,2017-12-29,238,LAL
0,Portland,202.5,2017-11-25,238,POR
1,Washington,202.5,2017-11-25,238,WAS
2,San Antonio,201.5,2017-11-25,238,SAS
3,Charlotte,201.5,2017-11-25,238,CHA
4,Orlando,221.5,2017-11-25,238,ORL
5,Philadelphia,221.5,2017-11-25,238,PHI
6,Toronto,208.5,2017-11-25,238,TOR
7,Atlanta,208.5,2017-11-25,238,ATL
8,New York,214.0,2017-11-25,238,NYK
9,Houston,214.0,2017-11-25,238,HOU
10,Boston,204.5,2017-11-25,238,BOS
11,Indiana,204.5,2017-11-25,238,IND
12,New Orleans,228.0,2017-11-25,238,NOP
13,Golden State,228.0,2017-11-25,238,GSW
