,team,total,date,source,abrv
2,Chicago,205.5,2017-04-26,238,CHI
3,Boston,205.5,2017-04-26,238,BOS
0,Toronto,211.5,2017-05-01,238,TOR
1,Cleveland,211.5,2017-05-01,238,CLE
2,Houston,215.5,2017-05-01,238,HOU
3,San Antonio,215.5,2017-05-01,238,SAS
0,Washington,208.5,2017-04-28,238,WAS
1,Atlanta,208.5,2017-04-28,238,ATL
2,Boston,203.0,2017-04-28,238,BOS
3,Chicago,203.0,2017-04-28,238,CHI
4,L.A. Clippers,195.0,2017-04-28,238,LAC
5,Utah,195.0,2017-04-28,238,UTA
0,Washington,217.5,2017-05-02,238,WAS
1,Boston,217.5,2017-05-02,238,BOS
2,Utah,205.5,2017-05-02,238,UTA
3,Golden State,205.5,2017-05-02,238,GSW
0,Boston,217.5,2017-05-04,238,BOS
1,Washington,217.5,2017-05-04,238,WAS
2,Utah,206.0,2017-05-04,238,UTA
3,Golden State,206.0,2017-05-04,238,GSW
0,Toronto,214.0,2017-05-03,238,TOR
1,Cleveland,214.0,2017-05-03,238,CLE
2,Houston,215.0,2017-05-03,238,HOU
3,San Antonio,215.0,2017-05-03,238,SAS
0,Golden State,208.5,2017-05-06,238,GSW
1,Utah,208.5,2017-05-06,238,UTA
0,Cleveland,209.5,2017-05-07,238,CLE
1,Toronto,209.5,2017-05-07,238,TOR
2,Boston,213.0,2017-05-07,238,BOS
3,Washington,213.0,2017-05-07,238,WAS
4,San Antonio,213.5,2017-05-07,238,SAS
5,Houston,213.5,2017-05-07,238,HOU
0,Washington,217.0,2017-05-10,238,WAS
1,Boston,217.0,2017-05-10,238,BOS
0,San Antonio,210.5,2017-05-11,238,SAS
1,Houston,210.5,2017-05-11,238,HOU
0,Boston,215.0,2017-05-12,238,BOS
1,Washington,215.0,2017-05-12,238,WAS
0,Washington,216.5,2017-04-30,238,WAS
1,Boston,216.5,2017-04-30,238,BOS
2,Utah,190.0,2017-04-30,238,UTA
3,L.A. Clippers,190.0,2017-04-30,238,LAC
0,Golden State,207.0,2017-05-08,238,GSW
1,Utah,207.0,2017-05-08,238,UTA
0,Cleveland,215.0,2017-05-05,238,CLE
1,Toronto,215.0,2017-05-05,238,TOR
2,San Antonio,214.5,2017-05-05,238,SAS
3,Houston,214.5,2017-05-05,238,HOU
0,Houston,216.0,2017-05-09,238,HOU
1,San Antonio,216.0,2017-05-09,238,SAS
0,Washington,210.5,2017-05-15,238,WAS
1,Boston,210.5,2017-05-15,238,BOS
0,San Antonio,210.0,2017-05-16,238,SAS
1,Golden State,210.0,2017-05-16,238,GSW
0,San Antonio,209.5,2017-05-14,238,SAS
1,Golden State,209.5,2017-05-14,238,GSW
0,Cleveland,218.5,2017-05-19,238,CLE
1,Boston,218.5,2017-05-19,238,BOS
0,Golden State,218.5,2017-05-22,238,GSW
1,San Antonio,218.5,2017-05-22,238,SAS
0,Boston,214.5,2017-05-21,238,BOS
1,Cleveland,214.5,2017-05-21,238,CLE
0,Boston,215.0,2017-05-23,238,BOS
1,Cleveland,215.0,2017-05-23,238,CLE
0,Cleveland,225.0,2017-06-01,238,CLE
1,Golden State,225.0,2017-06-01,238,GSW
0,Cleveland,219.0,2017-05-17,238,CLE
1,Boston,219.0,2017-05-17,238,BOS
0,Golden State,214.5,2017-05-20,238,GSW
1,San Antonio,214.5,2017-05-20,238,SAS
0,Golden State,226.5,2017-06-07,238,GSW
1,Cleveland,226.5,2017-06-07,238,CLE
0,Golden State,226.5,2017-06-09,238,GSW
1,Cleveland,226.5,2017-06-09,238,CLE
0,Cleveland,231.0,2017-06-12,238,CLE
1,Golden State,231.0,2017-06-12,238,GSW
0,Boston,216.5,2017-10-17,238,BOS
1,Cleveland,216.5,2017-10-17,238,CLE
2,Houston,230.5,2017-10-17,238,HOU
3,Golden State,230.5,2017-10-17,238,GSW
0,Cleveland,213.5,2017-05-25,238,CLE
1,Boston,213.5,2017-05-25,238,BOS
0,Cleveland,222.0,2017-06-04,238,CLE
1,Golden State,222.0,2017-06-04,238,GSW
0,Brooklyn,216.5,2017-10-18,238,BKN
1,Indiana,216.5,2017-10-18,238,IND
2,Charlotte,202.0,2017-10-18,238,CHA
3,Detroit,202.0,2017-10-18,238,DET
4,Philadelphia,218.0,2017-10-18,238,PHI
5,Washington,218.0,2017-10-18,238,WAS
6,Miami,205.5,2017-10-18,238,MIA
7,Orlando,205.5,2017-10-18,238,ORL
8,Milwaukee,203.5,2017-10-18,238,MIL
9,Boston,203.5,2017-10-18,238,BOS
10,New Orleans,204.5,2017-10-18,238,NOP
11,Memphis,204.5,2017-10-18,238,MEM
12,Atlanta,198.5,2017-10-18,238,ATL
13,Dallas,198.5,2017-10-18,238,DAL
14,Denver,204.5,2017-10-18,238,DEN
15,Utah,204.5,2017-10-18,238,UTA
16,Minnesota,203.5,2017-10-18,238,MIN
17,San Antonio,203.5,2017-10-18,238,SAS
18,Houston,216.5,2017-10-18,238,HOU
19,Sacramento,216.5,2017-10-18,238,SAC
20,Portland,219.5,2017-10-18,238,POR
21,Phoenix,219.5,2017-10-18,238,PHX
0,Chicago,206.5,2017-10-19,238,CHI
1,Toronto,206.5,2017-10-19,238,TOR
2,New York,215.5,2017-10-19,238,NYK
3,Oklahoma City,215.5,2017-10-19,238,OKC
4,L.A. Clippers,218.5,2017-10-19,238,LAC
5,L.A. Lakers,218.5,2017-10-19,238,LAL
0,Toronto,196.5,2017-04-27,238,TOR
1,Milwaukee,196.5,2017-04-27,238,MIL
2,San Antonio,190.5,2017-04-27,238,SAS
3,Memphis,190.5,2017-04-27,238,MEM
0,Atlanta,221.0,2017-10-22,238,ATL
1,Brooklyn,221.0,2017-10-22,238,BKN
2,Minnesota,211.5,2017-10-22,238,MIN
3,Oklahoma City,211.5,2017-10-22,238,OKC
4,New Orleans,222.5,2017-10-22,238,NOP
5,L.A. Lakers,222.5,2017-10-22,238,LAL
0,Philadelphia,219.0,2017-10-21,238,PHI
1,Toronto,219.0,2017-10-21,238,TOR
2,Indiana,214.0,2017-10-21,238,IND
3,Miami,214.0,2017-10-21,238,MIA
4,Golden State,213.0,2017-10-21,238,GSW
5,Memphis,213.0,2017-10-21,238,MEM
6,Detroit,204.5,2017-10-21,238,DET
7,New York,204.5,2017-10-21,238,NYK
8,Orlando,216.0,2017-10-21,238,ORL
9,Cleveland,216.0,2017-10-21,238,CLE
10,San Antonio,201.0,2017-10-21,238,SAS
11,Chicago,201.0,2017-10-21,238,CHI
12,Dallas,216.0,2017-10-21,238,DAL
13,Houston,216.0,2017-10-21,238,HOU
14,Portland,208.5,2017-10-21,238,POR
15,Milwaukee,208.5,2017-10-21,238,MIL
16,Oklahoma City,200.5,2017-10-21,238,OKC
17,Utah,200.5,2017-10-21,238,UTA
18,Sacramento,213.0,2017-10-21,238,SAC
19,Denver,213.0,2017-10-21,238,DEN
20,Phoenix,219.5,2017-10-21,238,PHX
21,L.A. Clippers,219.5,2017-10-21,238,LAC
0,Boston,206.5,2017-10-26,238,BOS
1,Milwaukee,206.5,2017-10-26,238,MIL
2,Atlanta,200.0,2017-10-26,238,ATL
3,Chicago,200.0,2017-10-26,238,CHI
4,Dallas,194.5,2017-10-26,238,DAL
5,Memphis,194.5,2017-10-26,238,MEM
6,L.A. Clippers,216.5,2017-10-26,238,LAC
7,Portland,216.5,2017-10-26,238,POR
8,New Orleans,204.0,2017-10-26,238,NOP
9,Sacramento,204.0,2017-10-26,238,SAC
0,Brooklyn,228.5,2017-10-24,238,BKN
1,Orlando,228.5,2017-10-24,238,ORL
2,Chicago,206.0,2017-10-24,238,CHI
3,Cleveland,206.0,2017-10-24,238,CLE
4,New York,208.0,2017-10-24,238,NYK
5,Boston,208.0,2017-10-24,238,BOS
6,Indiana,218.5,2017-10-24,238,IND
7,Minnesota,218.5,2017-10-24,238,MIN
8,New Orleans,217.0,2017-10-24,238,NOP
9,Portland,217.0,2017-10-24,238,POR
10,Utah,196.0,2017-10-24,238,UTA
11,L.A. Clippers,196.0,2017-10-24,238,LAC
0,San Antonio,207.0,2017-10-27,238,SAS
1,Orlando,207.0,2017-10-27,238,ORL
2,Houston,214.5,2017-10-27,238,HOU
3,Charlotte,214.5,2017-10-27,238,CHA
4,Denver,210.0,2017-10-27,238,DEN
5,Atlanta,210.0,2017-10-27,238,ATL
6,Brooklyn,222.5,2017-10-27,238,BKN
7,New York,222.5,2017-10-27,238,NYK
8,Oklahoma City,218.0,2017-10-27,238,OKC
9,Minnesota,218.0,2017-10-27,238,MIN
10,Washington,230.5,2017-10-27,238,WAS
11,Golden State,230.5,2017-10-27,238,GSW
12,Toronto,220.0,2017-10-27,238,TOR
13,L.A. Lakers,220.0,2017-10-27,238,LAL
0,Cleveland,220.0,2017-10-28,238,CLE
1,New Orleans,220.0,2017-10-28,238,NOP
2,Boston,204.5,2017-10-28,238,BOS
3,Miami,204.5,2017-10-28,238,MIA
4,Oklahoma City,203.5,2017-10-28,238,OKC
5,Chicago,203.5,2017-10-28,238,CHI
6,Houston,203.0,2017-10-28,238,HOU
7,Memphis,203.0,2017-10-28,238,MEM
8,Philadelphia,205.0,2017-10-28,238,PHI
9,Dallas,205.0,2017-10-28,238,DAL
10,L.A. Lakers,202.0,2017-10-28,238,LAL
11,Utah,202.0,2017-10-28,238,UTA
12,Phoenix,218.0,2017-10-28,238,PHX
13,Portland,218.0,2017-10-28,238,POR
14,Detroit,205.5,2017-10-28,238,DET
15,L.A. Clippers,205.5,2017-10-28,238,LAC
0,Milwaukee,200.0,2017-10-29,238,MIL
1,Atlanta,200.0,2017-10-29,238,ATL
2,San Antonio,208.5,2017-10-29,238,SAS
3,Indiana,208.5,2017-10-29,238,IND
4,Washington,208.5,2017-10-29,238,WAS
5,Sacramento,208.5,2017-10-29,238,SAC
6,Orlando,210.5,2017-10-29,238,ORL
7,Charlotte,210.5,2017-10-29,238,CHA
8,Denver,222.5,2017-10-29,238,DEN
9,Brooklyn,222.5,2017-10-29,238,BKN
10,New York,212.5,2017-10-29,238,NYK
11,Cleveland,212.5,2017-10-29,238,CLE
12,Detroit,221.0,2017-10-29,238,DET
13,Golden State,221.0,2017-10-29,238,GSW
0,Minnesota,209.0,2017-10-25,238,MIN
1,Detroit,209.0,2017-10-25,238,DET
2,Denver,212.0,2017-10-25,238,DEN
3,Charlotte,212.0,2017-10-25,238,CHA
4,Houston,221.0,2017-10-25,238,HOU
5,Philadelphia,221.0,2017-10-25,238,PHI
6,Cleveland,224.0,2017-10-25,238,CLE
7,Brooklyn,224.0,2017-10-25,238,BKN
8,San Antonio,197.0,2017-10-25,238,SAS
9,Miami,197.0,2017-10-25,238,MIA
10,Indiana,217.5,2017-10-25,238,IND
11,Oklahoma City,217.5,2017-10-25,238,OKC
12,Memphis,197.0,2017-10-25,238,MEM
13,Dallas,197.0,2017-10-25,238,DAL
14,Utah,204.0,2017-10-25,238,UTA
15,Phoenix,204.0,2017-10-25,238,PHX
16,Toronto,230.5,2017-10-25,238,TOR
17,Golden State,230.5,2017-10-25,238,GSW
18,Washington,230.0,2017-10-25,238,WAS
19,L.A. Lakers,230.0,2017-10-25,238,LAL
0,Denver,211.5,2017-10-30,238,DEN
1,New York,211.5,2017-10-30,238,NYK
2,San Antonio,193.0,2017-10-30,238,SAS
3,Boston,193.0,2017-10-30,238,BOS
4,Minnesota,216.0,2017-10-30,238,MIN
5,Miami,216.0,2017-10-30,238,MIA
6,Philadelphia,215.0,2017-10-30,238,PHI
7,Houston,215.0,2017-10-30,238,HOU
8,Orlando,223.5,2017-10-30,238,ORL
9,New Orleans,223.5,2017-10-30,238,NOP
10,Charlotte,195.0,2017-10-30,238,CHA
11,Memphis,195.0,2017-10-30,238,MEM
12,Dallas,190.0,2017-10-30,238,DAL
13,Utah,190.0,2017-10-30,238,UTA
14,Toronto,211.5,2017-10-30,238,TOR
15,Portland,211.5,2017-10-30,238,POR
16,Golden State,224.0,2017-10-30,238,GSW
17,L.A. Clippers,224.0,2017-10-30,238,LAC
0,Philadelphia,214.5,2017-10-23,238,PHI
1,Detroit,214.5,2017-10-23,238,DET
2,Atlanta,205.0,2017-10-23,238,ATL
3,Miami,205.0,2017-10-23,238,MIA
4,Charlotte,203.5,2017-10-23,238,CHA
5,Milwaukee,203.5,2017-10-23,238,MIL
6,Memphis,213.5,2017-10-23,238,MEM
7,Houston,213.5,2017-10-23,238,HOU
8,Golden State,216.5,2017-10-23,238,GSW
9,Dallas,216.5,2017-10-23,238,DAL
10,Toronto,201.5,2017-10-23,238,TOR
11,San Antonio,201.5,2017-10-23,238,SAS
12,Washington,225.0,2017-10-23,238,WAS
13,Denver,225.0,2017-10-23,238,DEN
14,Sacramento,206.5,2017-10-23,238,SAC
15,Phoenix,206.5,2017-10-23,238,PHX
0,Golden State,220.0,2017-11-02,238,GSW
1,San Antonio,220.0,2017-11-02,238,SAS
2,L.A. Lakers,212.0,2017-11-02,238,LAL
3,Portland,212.0,2017-11-02,238,POR
0,Sacramento,206.0,2017-10-31,238,SAC
1,Indiana,206.0,2017-10-31,238,IND
2,Phoenix,230.0,2017-10-31,238,PHX
3,Brooklyn,230.0,2017-10-31,238,BKN
4,Oklahoma City,210.0,2017-10-31,238,OKC
5,Milwaukee,210.0,2017-10-31,238,MIL
6,Detroit,207.5,2017-10-31,238,DET
7,L.A. Lakers,207.5,2017-10-31,238,LAL
0,Atlanta,209.0,2017-11-01,238,ATL
1,Philadelphia,209.0,2017-11-01,238,PHI
2,Indiana,217.5,2017-11-01,238,IND
3,Cleveland,217.5,2017-11-01,238,CLE
4,Phoenix,227.5,2017-11-01,238,PHX
5,Washington,227.5,2017-11-01,238,WAS
6,Milwaukee,203.0,2017-11-01,238,MIL
7,Charlotte,203.0,2017-11-01,238,CHA
8,Sacramento,195.0,2017-11-01,238,SAC
9,Boston,195.0,2017-11-01,238,BOS
10,Chicago,196.5,2017-11-01,238,CHI
11,Miami,196.5,2017-11-01,238,MIA
12,Orlando,205.5,2017-11-01,238,ORL
13,Memphis,205.5,2017-11-01,238,MEM
14,Houston,215.5,2017-11-01,238,HOU
15,New York,215.5,2017-11-01,238,NYK
16,Minnesota,225.0,2017-11-01,238,MIN
17,New Orleans,225.0,2017-11-01,238,NOP
18,Portland,192.0,2017-11-01,238,POR
19,Utah,192.0,2017-11-01,238,UTA
20,Toronto,217.5,2017-11-01,238,TOR
21,Denver,217.5,2017-11-01,238,DEN
22,Dallas,207.5,2017-11-01,238,DAL
23,L.A. Clippers,207.5,2017-11-01,238,LAC
0,Chicago,204.5,2017-11-03,238,CHI
1,Orlando,204.5,2017-11-03,238,ORL
2,Cleveland,225.5,2017-11-03,238,CLE
3,Washington,225.5,2017-11-03,238,WAS
4,Milwaukee,204.0,2017-11-03,238,MIL
5,Detroit,204.0,2017-11-03,238,DET
6,Indiana,216.5,2017-11-03,238,IND
7,Philadelphia,216.5,2017-11-03,238,PHI
8,Phoenix,221.0,2017-11-03,238,PHX
9,New York,221.0,2017-11-03,238,NYK
10,Houston,214.0,2017-11-03,238,HOU
11,Atlanta,214.0,2017-11-03,238,ATL
12,New Orleans,211.5,2017-11-03,238,NOP
13,Dallas,211.5,2017-11-03,238,DAL
14,Charlotte,200.0,2017-11-03,238,CHA
15,San Antonio,200.0,2017-11-03,238,SAS
16,Miami,216.5,2017-11-03,238,MIA
17,Denver,216.5,2017-11-03,238,DEN
18,Toronto,195.0,2017-11-03,238,TOR
19,Utah,195.0,2017-11-03,238,UTA
20,Boston,207.5,2017-11-03,238,BOS
21,Oklahoma City,207.5,2017-11-03,238,OKC
22,Brooklyn,227.5,2017-11-03,238,BKN
23,L.A. Lakers,227.5,2017-11-03,238,LAL
0,Memphis,200.5,2017-11-04,238,MEM
1,L.A. Clippers,200.5,2017-11-04,238,LAC
2,Sacramento,195.0,2017-11-04,238,SAC
3,Detroit,195.0,2017-11-04,238,DET
4,New Orleans,199.5,2017-11-04,238,NOP
5,Chicago,199.5,2017-11-04,238,CHI
6,Dallas,214.0,2017-11-04,238,DAL
7,Minnesota,214.0,2017-11-04,238,MIN
8,Golden State,232.5,2017-11-04,238,GSW
9,Denver,232.5,2017-11-04,238,DEN
0,Dallas,214.0,2017-11-07,238,DAL
1,Washington,214.0,2017-11-07,238,WAS
2,Milwaukee,221.5,2017-11-07,238,MIL
3,Cleveland,221.5,2017-11-07,238,CLE
4,New Orleans,218.5,2017-11-07,238,NOP
5,Indiana,218.5,2017-11-07,238,IND
6,Chicago,201.0,2017-11-07,238,CHI
7,Toronto,201.0,2017-11-07,238,TOR
8,Charlotte,209.0,2017-11-07,238,CHA
9,New York,209.0,2017-11-07,238,NYK
10,L.A. Clippers,204.5,2017-11-07,238,LAC
11,San Antonio,204.5,2017-11-07,238,SAS
12,Brooklyn,230.0,2017-11-07,238,BKN
13,Denver,230.0,2017-11-07,238,DEN
14,Philadelphia,203.5,2017-11-07,238,PHI
15,Utah,203.5,2017-11-07,238,UTA
16,Oklahoma City,203.0,2017-11-07,238,OKC
17,Sacramento,203.0,2017-11-07,238,SAC
18,Memphis,200.5,2017-11-07,238,MEM
19,Portland,200.5,2017-11-07,238,POR
0,Atlanta,209.5,2017-11-10,238,ATL
1,Detroit,209.5,2017-11-10,238,DET
2,Charlotte,204.0,2017-11-10,238,CHA
3,Boston,204.0,2017-11-10,238,BOS
4,Indiana,202.0,2017-11-10,238,IND
5,Chicago,202.0,2017-11-10,238,CHI
6,Milwaukee,204.5,2017-11-10,238,MIL
7,San Antonio,204.5,2017-11-10,238,SAS
8,L.A. Clippers,209.5,2017-11-10,238,LAC
9,Oklahoma City,209.5,2017-11-10,238,OKC
10,Orlando,227.0,2017-11-10,238,ORL
11,Phoenix,227.0,2017-11-10,238,PHX
12,Miami,193.5,2017-11-10,238,MIA
13,Utah,193.5,2017-11-10,238,UTA
14,Brooklyn,218.5,2017-11-10,238,BKN
15,Portland,218.5,2017-11-10,238,POR
0,Toronto,202.0,2017-11-12,238,TOR
1,Boston,202.0,2017-11-12,238,BOS
2,Miami,200.5,2017-11-12,238,MIA
3,Detroit,200.5,2017-11-12,238,DET
4,Houston,226.0,2017-11-12,238,HOU
5,Indiana,226.0,2017-11-12,238,IND
6,Dallas,202.5,2017-11-12,238,DAL
7,Oklahoma City,202.5,2017-11-12,238,OKC
0,L.A. Lakers,224.5,2017-11-09,238,LAL
1,Washington,224.5,2017-11-09,238,WAS
2,New Orleans,215.0,2017-11-09,238,NOP
3,Toronto,215.0,2017-11-09,238,TOR
4,Cleveland,228.5,2017-11-09,238,CLE
5,Houston,228.5,2017-11-09,238,HOU
6,Philadelphia,208.0,2017-11-09,238,PHI
7,Sacramento,208.0,2017-11-09,238,SAC
8,Oklahoma City,215.5,2017-11-09,238,OKC
9,Denver,215.5,2017-11-09,238,DEN
0,Detroit,211.5,2017-10-20,238,DET
1,Washington,211.5,2017-10-20,238,WAS
2,Boston,216.5,2017-10-20,238,BOS
3,Philadelphia,216.5,2017-10-20,238,PHI
4,Atlanta,206.5,2017-10-20,238,ATL
5,Charlotte,206.5,2017-10-20,238,CHA
6,Cleveland,209.5,2017-10-20,238,CLE
7,Milwaukee,209.5,2017-10-20,238,MIL
8,Portland,218.0,2017-10-20,238,POR
9,Indiana,218.0,2017-10-20,238,IND
10,Orlando,226.5,2017-10-20,238,ORL
11,Brooklyn,226.5,2017-10-20,238,BKN
12,Utah,197.0,2017-10-20,238,UTA
13,Minnesota,197.0,2017-10-20,238,MIN
14,Sacramento,202.0,2017-10-20,238,SAC
15,Dallas,202.0,2017-10-20,238,DAL
16,Golden State,221.0,2017-10-20,238,GSW
17,New Orleans,221.0,2017-10-20,238,NOP
18,L.A. Lakers,220.5,2017-10-20,238,LAL
19,Phoenix,220.5,2017-10-20,238,PHX
0,Sacramento,208.0,2017-11-13,238,SAC
1,Washington,208.0,2017-11-13,238,WAS
2,Cleveland,221.5,2017-11-13,238,CLE
3,New York,221.5,2017-11-13,238,NYK
4,Memphis,200.0,2017-11-13,238,MEM
5,Milwaukee,200.0,2017-11-13,238,MIL
6,Atlanta,217.0,2017-11-13,238,ATL
7,New Orleans,217.0,2017-11-13,238,NOP
8,Minnesota,210.0,2017-11-13,238,MIN
9,Utah,210.0,2017-11-13,238,UTA
10,L.A. Lakers,230.0,2017-11-13,238,LAL
11,Phoenix,230.0,2017-11-13,238,PHX
12,Denver,212.5,2017-11-13,238,DEN
13,Portland,212.5,2017-11-13,238,POR
14,Philadelphia,223.0,2017-11-13,238,PHI
15,L.A. Clippers,223.0,2017-11-13,238,LAC
16,Orlando,223.0,2017-11-13,238,ORL
17,Golden State,223.0,2017-11-13,238,GSW
0,Atlanta,220.5,2017-11-05,238,ATL
1,Cleveland,220.5,2017-11-05,238,CLE
2,Miami,205.0,2017-11-05,238,MIA
3,L.A. Clippers,205.0,2017-11-05,238,LAC
4,Washington,213.5,2017-11-05,238,WAS
5,Toronto,213.5,2017-11-05,238,TOR
6,Boston,209.5,2017-11-05,238,BOS
7,Orlando,209.5,2017-11-05,238,ORL
8,Utah,205.0,2017-11-05,238,UTA
9,Houston,205.0,2017-11-05,238,HOU
10,Phoenix,211.5,2017-11-05,238,PHX
11,San Antonio,211.5,2017-11-05,238,SAS
12,Indiana,216.0,2017-11-05,238,IND
13,New York,216.0,2017-11-05,238,NYK
14,Charlotte,218.5,2017-11-05,238,CHA
15,Minnesota,218.5,2017-11-05,238,MIN
16,Oklahoma City,212.0,2017-11-05,238,OKC
17,Portland,212.0,2017-11-05,238,POR
18,Memphis,206.5,2017-11-05,238,MEM
19,L.A. Lakers,206.5,2017-11-05,238,LAL
0,New York,215.0,2017-11-08,238,NYK
1,Orlando,215.0,2017-11-08,238,ORL
2,Indiana,209.5,2017-11-08,238,IND
3,Detroit,209.5,2017-11-08,238,DET
4,L.A. Lakers,215.0,2017-11-08,238,LAL
5,Boston,215.0,2017-11-08,238,BOS
6,Miami,217.0,2017-11-08,238,MIA
7,Phoenix,217.0,2017-11-08,238,PHX
8,Minnesota,227.0,2017-11-08,238,MIN
9,Golden State,227.0,2017-11-08,238,GSW
0,Boston,209.0,2017-11-14,238,BOS
1,Brooklyn,209.0,2017-11-14,238,BKN
2,Toronto,218.0,2017-11-14,238,TOR
3,Houston,218.0,2017-11-14,238,HOU
4,San Antonio,200.0,2017-11-14,238,SAS
5,Dallas,200.0,2017-11-14,238,DAL
0,L.A. Clippers,218.0,2017-11-11,238,LAC
1,New Orleans,218.0,2017-11-11,238,NOP
2,Atlanta,216.5,2017-11-11,238,ATL
3,Washington,216.5,2017-11-11,238,WAS
4,Memphis,210.0,2017-11-11,238,MEM
5,Houston,210.0,2017-11-11,238,HOU
6,Sacramento,201.5,2017-11-11,238,SAC
7,New York,201.5,2017-11-11,238,NYK
8,Chicago,190.0,2017-11-11,238,CHI
9,San Antonio,190.0,2017-11-11,238,SAS
10,Philadelphia,232.5,2017-11-11,238,PHI
11,Golden State,232.5,2017-11-11,238,GSW
12,Cleveland,214.0,2017-11-11,238,CLE
13,Dallas,214.0,2017-11-11,238,DAL
14,L.A. Lakers,217.5,2017-11-11,238,LAL
15,Milwaukee,217.5,2017-11-11,238,MIL
16,Orlando,216.5,2017-11-11,238,ORL
17,Denver,216.5,2017-11-11,238,DEN
18,Brooklyn,208.5,2017-11-11,238,BKN
19,Utah,208.5,2017-11-11,238,UTA
20,Minnesota,232.0,2017-11-11,238,MIN
21,Phoenix,232.0,2017-11-11,238,PHX
0,Golden State,219.0,2017-11-16,238,GSW
1,Boston,219.0,2017-11-16,238,BOS
2,Houston,231.0,2017-11-16,238,HOU
3,Phoenix,231.0,2017-11-16,238,PHX
0,Utah,208.0,2017-11-18,238,UTA
1,Orlando,208.0,2017-11-18,238,ORL
2,L.A. Clippers,213.0,2017-11-18,238,LAC
3,Charlotte,213.0,2017-11-18,238,CHA
4,Golden State,233.5,2017-11-18,238,GSW
5,Philadelphia,233.5,2017-11-18,238,PHI
6,Boston,202.5,2017-11-18,238,BOS
7,Atlanta,202.5,2017-11-18,238,ATL
8,Houston,214.5,2017-11-18,238,HOU
9,Memphis,214.5,2017-11-18,238,MEM
10,Milwaukee,203.5,2017-11-18,238,MIL
11,Dallas,203.5,2017-11-18,238,DAL
12,Sacramento,195.0,2017-11-18,238,SAC
13,Portland,195.0,2017-11-18,238,POR
0,Washington,208.5,2017-11-19,238,WAS
1,Toronto,208.5,2017-11-19,238,TOR
2,Indiana,208.5,2017-11-19,238,IND
3,Miami,208.5,2017-11-19,238,MIA
4,Golden State,229.5,2017-11-19,238,GSW
5,Brooklyn,229.5,2017-11-19,238,BKN
6,Detroit,208.5,2017-11-19,238,DET
7,Minnesota,208.5,2017-11-19,238,MIN
8,Chicago,216.0,2017-11-19,238,CHI
9,Phoenix,216.0,2017-11-19,238,PHX
10,Denver,222.5,2017-11-19,238,DEN
11,L.A. Lakers,222.5,2017-11-19,238,LAL
0,Miami,206.0,2017-11-17,238,MIA
1,Washington,206.0,2017-11-17,238,WAS
2,Detroit,211.5,2017-11-17,238,DET
3,Indiana,211.5,2017-11-17,238,IND
4,L.A. Clippers,223.5,2017-11-17,238,LAC
5,Cleveland,223.5,2017-11-17,238,CLE
6,New York,217.0,2017-11-17,238,NYK
7,Toronto,217.0,2017-11-17,238,TOR
8,Utah,209.5,2017-11-17,238,UTA
9,Brooklyn,209.5,2017-11-17,238,BKN
10,Oklahoma City,200.5,2017-11-17,238,OKC
11,San Antonio,200.5,2017-11-17,238,SAS
12,Charlotte,199.0,2017-11-17,238,CHA
13,Chicago,199.0,2017-11-17,238,CHI
14,Minnesota,211.5,2017-11-17,238,MIN
15,Dallas,211.5,2017-11-17,238,DAL
16,Portland,199.5,2017-11-17,238,POR
17,Sacramento,199.5,2017-11-17,238,SAC
18,Phoenix,228.5,2017-11-17,238,PHX
19,L.A. Lakers,228.5,2017-11-17,238,LAL
20,New Orleans,222.0,2017-11-17,238,NOP
21,Denver,222.0,2017-11-17,238,DEN
0,Chicago,212.0,2017-11-21,238,CHI
1,L.A. Lakers,212.0,2017-11-21,238,LAL
0,Indiana,218.5,2017-11-20,238,IND
1,Orlando,218.5,2017-11-20,238,ORL
2,Minnesota,210.5,2017-11-20,238,MIN
3,Charlotte,210.5,2017-11-20,238,CHA
4,Utah,210.0,2017-11-20,238,UTA
5,Philadelphia,210.0,2017-11-20,238,PHI
6,Cleveland,218.5,2017-11-20,238,CLE
7,Detroit,218.5,2017-11-20,238,DET
8,L.A. Clippers,208.5,2017-11-20,238,LAC
9,New York,208.5,2017-11-20,238,NYK
10,Washington,208.0,2017-11-20,238,WAS
11,Milwaukee,208.0,2017-11-20,238,MIL
12,Portland,197.0,2017-11-20,238,POR
13,Memphis,197.0,2017-11-20,238,MEM
14,Oklahoma City,213.5,2017-11-20,238,OKC
15,New Orleans,213.5,2017-11-20,238,NOP
16,Atlanta,204.0,2017-11-20,238,ATL
17,San Antonio,204.0,2017-11-20,238,SAS
18,Boston,200.5,2017-11-20,238,BOS
19,Dallas,200.5,2017-11-20,238,DAL
20,Denver,210.5,2017-11-20,238,DEN
21,Sacramento,210.5,2017-11-20,238,SAC
0,Washington,208.5,2017-11-22,238,WAS
1,Charlotte,208.5,2017-11-22,238,CHA
2,Portland,211.0,2017-11-22,238,POR
3,Philadelphia,211.0,2017-11-22,238,PHI
4,Brooklyn,228.0,2017-11-22,238,BKN
5,Cleveland,228.0,2017-11-22,238,CLE
6,Boston,196.0,2017-11-22,238,BOS
7,Miami,196.0,2017-11-22,238,MIA
8,L.A. Clippers,209.0,2017-11-22,238,LAC
9,Atlanta,209.0,2017-11-22,238,ATL
10,Toronto,210.5,2017-11-22,238,TOR
11,New York,210.5,2017-11-22,238,NYK
12,Orlando,217.5,2017-11-22,238,ORL
13,Minnesota,217.5,2017-11-22,238,MIN
