,team,spread,date,source,abrv
6,Indiana,11.0,2008-04-02,238,IND
7,Boston,-11.0,2008-04-02,238,BOS
8,New Orleans,-17.0,2008-04-02,238,NOP
9,Miami,17.0,2008-04-02,238,MIA
10,New York,5.5,2008-04-02,238,NYK
11,Memphis,-5.5,2008-04-02,238,MEM
12,Minnesota,16.5,2008-04-02,238,MIN
13,Utah,-16.5,2008-04-02,238,UTA
14,Golden State,5.0,2008-04-02,238,GSW
15,Dallas,-5.0,2008-04-02,238,DAL
16,Portland,13.5,2008-04-02,238,POR
17,L.A. Lakers,-13.5,2008-04-02,238,LAL
0,Charlotte,9.0,2008-04-04,238,CHA
1,Toronto,-9.0,2008-04-04,238,TOR
2,Philadelphia,-1.0,2008-04-04,238,PHI
3,Atlanta,1.0,2008-04-04,238,ATL
4,Miami,16.5,2008-04-04,238,MIA
5,Washington,-16.5,2008-04-04,238,WAS
6,Brooklyn,9.5,2008-04-04,238,BKN
7,Detroit,-9.5,2008-04-04,238,DET
8,Golden State,-9.5,2008-04-04,238,GSW
9,Memphis,9.5,2008-04-04,238,MEM
10,San Antonio,3.0,2008-04-04,238,SAS
11,Utah,-3.0,2008-04-04,238,UTA
12,New York,15.5,2008-04-04,238,NYK
13,New Orleans,-15.5,2008-04-04,238,NOP
14,Indiana,-3.0,2008-04-04,238,IND
15,Milwaukee,3.0,2008-04-04,238,MIL
16,Minnesota,15.5,2008-04-04,238,MIN
17,Phoenix,-15.5,2008-04-04,238,PHX
18,Dallas,5.0,2008-04-04,238,DAL
19,L.A. Lakers,-5.0,2008-04-04,238,LAL
0,Denver,4.0,2008-04-10,238,DEN
1,Golden State,-4.0,2008-04-10,238,GSW
2,Utah,6.0,2008-04-10,238,UTA
3,Dallas,-6.0,2008-04-10,238,DAL
4,L.A. Lakers,-16.0,2008-04-10,238,LAL
5,L.A. Clippers,16.0,2008-04-10,238,LAC
0,Golden State,5.0,2008-04-06,238,GSW
1,New Orleans,-5.0,2008-04-06,238,NOP
2,Dallas,4.5,2008-04-06,238,DAL
3,Phoenix,-4.5,2008-04-06,238,PHX
4,Detroit,-13.5,2008-04-06,238,DET
5,Miami,13.5,2008-04-06,238,MIA
6,Milwaukee,9.5,2008-04-06,238,MIL
7,Indiana,-9.5,2008-04-06,238,IND
8,San Antonio,-8.5,2008-04-06,238,SAS
9,Portland,8.5,2008-04-06,238,POR
10,Memphis,5.0,2008-04-06,238,MEM
11,Minnesota,-5.0,2008-04-06,238,MIN
12,Orlando,-7.5,2008-04-06,238,ORL
13,New York,7.5,2008-04-06,238,NYK
14,L.A. Lakers,-9.5,2008-04-06,238,LAL
15,Sacramento,9.5,2008-04-06,238,SAC
16,Houston,-9.0,2008-04-06,238,HOU
17,L.A. Clippers,9.0,2008-04-06,238,LAC
0,Orlando,2.0,2008-04-05,238,ORL
1,Cleveland,-2.0,2008-04-05,238,CLE
2,Atlanta,5.0,2008-04-05,238,ATL
3,Philadelphia,-5.0,2008-04-05,238,PHI
4,Boston,-2.0,2008-04-05,238,BOS
5,Charlotte,2.0,2008-04-05,238,CHA
6,Toronto,-3.5,2008-04-05,238,TOR
7,Brooklyn,3.5,2008-04-05,238,BKN
8,Washington,7.0,2008-04-05,238,WAS
9,Chicago,-7.0,2008-04-05,238,CHI
10,Sacramento,16.0,2008-04-05,238,SAC
11,Denver,-16.0,2008-04-05,238,DEN
0,Milwaukee,14.0,2008-04-09,238,MIL
1,Toronto,-14.0,2008-04-09,238,TOR
2,Detroit,4.5,2008-04-09,238,DET
3,Philadelphia,-4.5,2008-04-09,238,PHI
4,Boston,-2.0,2008-04-09,238,BOS
5,Washington,2.0,2008-04-09,238,WAS
6,Chicago,9.5,2008-04-09,238,CHI
7,Orlando,-9.5,2008-04-09,238,ORL
8,Brooklyn,7.5,2008-04-09,238,BKN
9,Cleveland,-7.5,2008-04-09,238,CLE
10,Charlotte,1.5,2008-04-09,238,CHA
11,New York,-1.5,2008-04-09,238,NYK
12,New Orleans,-10.5,2008-04-09,238,NOP
13,Minnesota,10.5,2008-04-09,238,MIN
14,Phoenix,7.0,2008-04-09,238,PHX
15,San Antonio,-7.0,2008-04-09,238,SAS
0,Minnesota,4.0,2008-04-08,238,MIN
1,Charlotte,-4.0,2008-04-08,238,CHA
2,Atlanta,4.0,2008-04-08,238,ATL
3,Indiana,-4.0,2008-04-08,238,IND
4,Chicago,-12.0,2008-04-08,238,CHI
5,Miami,12.0,2008-04-08,238,MIA
6,New York,10.5,2008-04-08,238,NYK
7,Detroit,-10.5,2008-04-08,238,DET
8,Boston,-9.5,2008-04-08,238,BOS
9,Milwaukee,9.5,2008-04-08,238,MIL
10,Phoenix,-12.5,2008-04-08,238,PHX
11,Memphis,12.5,2008-04-08,238,MEM
12,Utah,5.5,2008-04-08,238,UTA
13,New Orleans,-5.5,2008-04-08,238,NOP
14,L.A. Lakers,-8.5,2008-04-08,238,LAL
15,Portland,8.5,2008-04-08,238,POR
16,Denver,-12.5,2008-04-08,238,DEN
17,L.A. Clippers,12.5,2008-04-08,238,LAC
18,Sacramento,14.0,2008-04-08,238,SAC
19,Golden State,-14.0,2008-04-08,238,GSW
0,Philadelphia,1.0,2008-04-12,238,PHI
1,Washington,-1.0,2008-04-12,238,WAS
2,Boston,3.0,2008-04-12,238,BOS
3,Atlanta,-3.0,2008-04-12,238,ATL
4,Charlotte,8.0,2008-04-12,238,CHA
5,Indiana,-8.0,2008-04-12,238,IND
6,Minnesota,1.0,2008-04-12,238,MIN
7,Memphis,-1.0,2008-04-12,238,MEM
8,Brooklyn,1.0,2008-04-12,238,BKN
9,Milwaukee,-1.0,2008-04-12,238,MIL
10,Denver,6.0,2008-04-12,238,DEN
11,Utah,-6.0,2008-04-12,238,UTA
12,New Orleans,-12.0,2008-04-12,238,NOP
13,Sacramento,12.0,2008-04-12,238,SAC
14,Dallas,-2.0,2008-04-12,238,DAL
15,Portland,2.0,2008-04-12,238,POR
16,L.A. Clippers,16.0,2008-04-12,238,LAC
17,Golden State,-16.0,2008-04-12,238,GSW
0,Brooklyn,10.5,2008-04-11,238,BKN
1,Toronto,-10.5,2008-04-11,238,TOR
2,Indiana,6.0,2008-04-11,238,IND
3,Philadelphia,-6.0,2008-04-11,238,PHI
4,Minnesota,12.0,2008-04-11,238,MIN
5,Orlando,-12.0,2008-04-11,238,ORL
6,Cleveland,-5.5,2008-04-11,238,CLE
7,Chicago,5.5,2008-04-11,238,CHI
8,Milwaukee,15.0,2008-04-11,238,MIL
9,Boston,-15.0,2008-04-11,238,BOS
10,Atlanta,-6.5,2008-04-11,238,ATL
11,New York,6.5,2008-04-11,238,NYK
12,Memphis,-5.0,2008-04-11,238,MEM
13,Miami,5.0,2008-04-11,238,MIA
14,Washington,4.0,2008-04-11,238,WAS
15,Detroit,-4.0,2008-04-11,238,DET
16,Phoenix,-3.0,2008-04-11,238,PHX
17,Houston,3.0,2008-04-11,238,HOU
18,Portland,3.0,2008-04-11,238,POR
19,Sacramento,-3.0,2008-04-11,238,SAC
20,New Orleans,5.0,2008-04-11,238,NOP
21,L.A. Lakers,-5.0,2008-04-11,238,LAL
0,Toronto,5.5,2008-04-13,238,TOR
1,Detroit,-5.5,2008-04-13,238,DET
2,San Antonio,8.0,2008-04-13,238,SAS
3,L.A. Lakers,-8.0,2008-04-13,238,LAL
4,Miami,16.0,2008-04-13,238,MIA
5,Cleveland,-16.0,2008-04-13,238,CLE
6,Orlando,-3.0,2008-04-13,238,ORL
7,Chicago,3.0,2008-04-13,238,CHI
8,Houston,6.5,2008-04-13,238,HOU
9,Denver,-6.5,2008-04-13,238,DEN
0,Chicago,7.5,2008-04-03,238,CHI
1,Cleveland,-7.5,2008-04-03,238,CLE
2,L.A. Clippers,10.0,2008-04-03,238,LAC
3,Sacramento,-10.0,2008-04-03,238,SAC
4,Houston,-6.5,2008-04-03,238,HOU
5,Portland,6.5,2008-04-03,238,POR
0,Miami,18.0,2008-04-14,238,MIA
1,Toronto,-18.0,2008-04-14,238,TOR
2,Cleveland,6.0,2008-04-14,238,CLE
3,Philadelphia,-6.0,2008-04-14,238,PHI
4,Indiana,2.5,2008-04-14,238,IND
5,Washington,-2.5,2008-04-14,238,WAS
6,Boston,-4.0,2008-04-14,238,BOS
7,New York,4.0,2008-04-14,238,NYK
8,Chicago,-1.0,2008-04-14,238,CHI
9,Milwaukee,1.0,2008-04-14,238,MIL
10,Houston,9.0,2008-04-14,238,HOU
11,Utah,-9.0,2008-04-14,238,UTA
12,Golden State,4.5,2008-04-14,238,GSW
13,Phoenix,-4.5,2008-04-14,238,PHX
14,San Antonio,-6.5,2008-04-14,238,SAS
15,Sacramento,6.5,2008-04-14,238,SAC
0,Washington,1.5,2008-04-21,238,WAS
1,Cleveland,-1.5,2008-04-21,238,CLE
2,Utah,1.0,2008-04-21,238,UTA
3,Houston,-1.0,2008-04-21,238,HOU
0,Toronto,6.5,2008-04-20,238,TOR
1,Orlando,-6.5,2008-04-20,238,ORL
2,Denver,8.5,2008-04-20,238,DEN
3,L.A. Lakers,-8.5,2008-04-20,238,LAL
4,Philadelphia,9.5,2008-04-20,238,PHI
5,Detroit,-9.5,2008-04-20,238,DET
6,Atlanta,15.0,2008-04-20,238,ATL
7,Boston,-15.0,2008-04-20,238,BOS
0,Washington,4.0,2008-04-19,238,WAS
1,Cleveland,-4.0,2008-04-19,238,CLE
2,Phoenix,4.5,2008-04-19,238,PHX
3,San Antonio,-4.5,2008-04-19,238,SAS
4,Dallas,4.5,2008-04-19,238,DAL
5,New Orleans,-4.5,2008-04-19,238,NOP
6,Utah,1.0,2008-04-19,238,UTA
7,Houston,-1.0,2008-04-19,238,HOU
0,Orlando,2.5,2008-04-15,238,ORL
1,Atlanta,-2.5,2008-04-15,238,ATL
2,Charlotte,3.5,2008-04-15,238,CHA
3,Brooklyn,-3.5,2008-04-15,238,BKN
4,Minnesota,7.5,2008-04-15,238,MIN
5,Detroit,-7.5,2008-04-15,238,DET
6,L.A. Clippers,16.5,2008-04-15,238,LAC
7,New Orleans,-16.5,2008-04-15,238,NOP
8,Memphis,11.0,2008-04-15,238,MEM
9,Portland,-11.0,2008-04-15,238,POR
10,Sacramento,17.0,2008-04-15,238,SAC
11,L.A. Lakers,-17.0,2008-04-15,238,LAL
0,Dallas,3.5,2008-04-22,238,DAL
1,New Orleans,-3.5,2008-04-22,238,NOP
2,Toronto,6.5,2008-04-22,238,TOR
3,Orlando,-6.5,2008-04-22,238,ORL
4,Phoenix,1.5,2008-04-22,238,PHX
5,San Antonio,-1.5,2008-04-22,238,SAS
0,Philadelphia,-1.5,2008-04-16,238,PHI
1,Charlotte,1.5,2008-04-16,238,CHA
2,Washington,8.0,2008-04-16,238,WAS
3,Orlando,-8.0,2008-04-16,238,ORL
4,Detroit,-8.5,2008-04-16,238,DET
5,Cleveland,8.5,2008-04-16,238,CLE
6,New York,6.5,2008-04-16,238,NYK
7,Indiana,-6.5,2008-04-16,238,IND
8,New Orleans,7.5,2008-04-16,238,NOP
9,Dallas,-7.5,2008-04-16,238,DAL
10,Brooklyn,9.5,2008-04-16,238,BKN
11,Boston,-9.5,2008-04-16,238,BOS
12,Atlanta,-5.0,2008-04-16,238,ATL
13,Miami,5.0,2008-04-16,238,MIA
14,Milwaukee,6.5,2008-04-16,238,MIL
15,Minnesota,-6.5,2008-04-16,238,MIN
16,Toronto,5.5,2008-04-16,238,TOR
17,Chicago,-5.5,2008-04-16,238,CHI
18,L.A. Clippers,14.0,2008-04-16,238,LAC
19,Houston,-14.0,2008-04-16,238,HOU
20,Memphis,15.0,2008-04-16,238,MEM
21,Denver,-15.0,2008-04-16,238,DEN
22,Utah,4.5,2008-04-16,238,UTA
23,San Antonio,-4.5,2008-04-16,238,SAS
24,Portland,11.5,2008-04-16,238,POR
25,Phoenix,-11.5,2008-04-16,238,PHX
0,Philadelphia,10.5,2008-04-23,238,PHI
1,Detroit,-10.5,2008-04-23,238,DET
2,Atlanta,15.0,2008-04-23,238,ATL
3,Boston,-15.0,2008-04-23,238,BOS
4,Denver,8.5,2008-04-23,238,DEN
5,L.A. Lakers,-8.5,2008-04-23,238,LAL
0,Orlando,4.0,2008-04-24,238,ORL
1,Toronto,-4.0,2008-04-24,238,TOR
2,Cleveland,5.5,2008-04-24,238,CLE
3,Washington,-5.5,2008-04-24,238,WAS
4,Houston,9.0,2008-04-24,238,HOU
5,Utah,-9.0,2008-04-24,238,UTA
0,Detroit,-5.5,2008-04-25,238,DET
1,Philadelphia,5.5,2008-04-25,238,PHI
2,New Orleans,6.5,2008-04-25,238,NOP
3,Dallas,-6.5,2008-04-25,238,DAL
4,San Antonio,7.0,2008-04-25,238,SAS
5,Phoenix,-7.0,2008-04-25,238,PHX
0,Cleveland,5.0,2008-04-27,238,CLE
1,Washington,-5.0,2008-04-27,238,WAS
2,San Antonio,3.5,2008-04-27,238,SAS
3,Phoenix,-3.5,2008-04-27,238,PHX
4,Detroit,-5.5,2008-04-27,238,DET
5,Philadelphia,5.5,2008-04-27,238,PHI
6,New Orleans,4.5,2008-04-27,238,NOP
7,Dallas,-4.5,2008-04-27,238,DAL
0,Philadelphia,10.0,2008-04-29,238,PHI
1,Detroit,-10.0,2008-04-29,238,DET
2,Dallas,7.0,2008-04-29,238,DAL
3,New Orleans,-7.0,2008-04-29,238,NOP
4,Phoenix,5.0,2008-04-29,238,PHX
5,San Antonio,-5.0,2008-04-29,238,SAS
6,Utah,1.5,2008-04-29,238,UTA
7,Houston,-1.5,2008-04-29,238,HOU
0,Orlando,2.5,2008-04-26,238,ORL
1,Toronto,-2.5,2008-04-26,238,TOR
2,L.A. Lakers,1.5,2008-04-26,238,LAL
3,Denver,-1.5,2008-04-26,238,DEN
4,Boston,-8.0,2008-04-26,238,BOS
5,Atlanta,8.0,2008-04-26,238,ATL
6,Houston,9.0,2008-04-26,238,HOU
7,Utah,-9.0,2008-04-26,238,UTA
0,Toronto,7.5,2008-04-28,238,TOR
1,Orlando,-7.5,2008-04-28,238,ORL
2,Boston,-9.0,2008-04-28,238,BOS
3,Atlanta,9.0,2008-04-28,238,ATL
4,L.A. Lakers,-4.0,2008-04-28,238,LAL
5,Denver,4.0,2008-04-28,238,DEN
0,Washington,5.5,2008-04-30,238,WAS
1,Cleveland,-5.5,2008-04-30,238,CLE
2,Atlanta,14.5,2008-04-30,238,ATL
3,Boston,-14.5,2008-04-30,238,BOS
0,Detroit,-5.5,2008-05-01,238,DET
1,Philadelphia,5.5,2008-05-01,238,PHI
0,Cleveland,2.5,2008-05-02,238,CLE
1,Washington,-2.5,2008-05-02,238,WAS
2,Boston,-8.5,2008-05-02,238,BOS
3,Atlanta,8.5,2008-05-02,238,ATL
4,Houston,7.5,2008-05-02,238,HOU
5,Utah,-7.5,2008-05-02,238,UTA
0,Atlanta,14.5,2008-05-04,238,ATL
1,Boston,-14.5,2008-05-04,238,BOS
2,Utah,8.0,2008-05-04,238,UTA
3,L.A. Lakers,-8.0,2008-05-04,238,LAL
0,Orlando,6.5,2008-05-03,238,ORL
1,Detroit,-6.5,2008-05-03,238,DET
2,San Antonio,3.0,2008-05-03,238,SAS
3,New Orleans,-3.0,2008-05-03,238,NOP
0,Orlando,6.0,2008-05-05,238,ORL
1,Detroit,-6.0,2008-05-05,238,DET
2,San Antonio,3.0,2008-05-05,238,SAS
3,New Orleans,-3.0,2008-05-05,238,NOP
0,Cleveland,10.0,2008-05-06,238,CLE
1,Boston,-10.0,2008-05-06,238,BOS
0,L.A. Lakers,5.0,2008-05-09,238,LAL
1,Utah,-5.0,2008-05-09,238,UTA
0,Cleveland,8.5,2008-05-08,238,CLE
1,Boston,-8.5,2008-05-08,238,BOS
2,New Orleans,7.5,2008-05-08,238,NOP
3,San Antonio,-7.5,2008-05-08,238,SAS
0,Detroit,5.5,2008-05-10,238,DET
1,Orlando,-5.5,2008-05-10,238,ORL
2,Boston,2.0,2008-05-10,238,BOS
3,Cleveland,-2.0,2008-05-10,238,CLE
0,L.A. Lakers,-1.0,2008-05-11,238,LAL
1,Utah,1.0,2008-05-11,238,UTA
2,New Orleans,5.0,2008-05-11,238,NOP
3,San Antonio,-5.0,2008-05-11,238,SAS
0,Cleveland,9.0,2008-05-14,238,CLE
1,Boston,-9.0,2008-05-14,238,BOS
2,Utah,8.5,2008-05-14,238,UTA
3,L.A. Lakers,-8.5,2008-05-14,238,LAL
0,Orlando,6.0,2008-05-13,238,ORL
1,Detroit,-6.0,2008-05-13,238,DET
2,San Antonio,5.0,2008-05-13,238,SAS
3,New Orleans,-5.0,2008-05-13,238,NOP
0,Detroit,5.0,2008-05-07,238,DET
1,Orlando,-5.0,2008-05-07,238,ORL
2,Utah,6.5,2008-05-07,238,UTA
3,L.A. Lakers,-6.5,2008-05-07,238,LAL
0,Boston,2.0,2008-05-12,238,BOS
1,Cleveland,-2.0,2008-05-12,238,CLE
0,New Orleans,7.0,2008-05-15,238,NOP
1,San Antonio,-7.0,2008-05-15,238,SAS
0,Boston,2.5,2008-05-16,238,BOS
1,Cleveland,-2.5,2008-05-16,238,CLE
2,L.A. Lakers,4.0,2008-05-16,238,LAL
3,Utah,-4.0,2008-05-16,238,UTA
0,Detroit,4.5,2008-05-20,238,DET
1,Boston,-4.5,2008-05-20,238,BOS
0,Cleveland,8.0,2008-05-18,238,CLE
1,Boston,-8.0,2008-05-18,238,BOS
0,Detroit,4.5,2008-05-22,238,DET
1,Boston,-4.5,2008-05-22,238,BOS
0,San Antonio,4.5,2008-05-19,238,SAS
1,New Orleans,-4.5,2008-05-19,238,NOP
0,L.A. Lakers,5.5,2008-05-25,238,LAL
1,San Antonio,-5.5,2008-05-25,238,SAS
0,San Antonio,6.5,2008-05-23,238,SAS
1,L.A. Lakers,-6.5,2008-05-23,238,LAL
0,San Antonio,7.5,2008-05-21,238,SAS
1,L.A. Lakers,-7.5,2008-05-21,238,LAL
0,Boston,5.0,2008-05-24,238,BOS
1,Detroit,-5.0,2008-05-24,238,DET
0,L.A. Lakers,3.5,2008-05-27,238,LAL
1,San Antonio,-3.5,2008-05-27,238,SAS
0,Boston,6.0,2008-05-26,238,BOS
1,Detroit,-6.0,2008-05-26,238,DET
0,Detroit,6.0,2008-05-28,238,DET
1,Boston,-6.0,2008-05-28,238,BOS
0,Boston,5.0,2008-05-30,238,BOS
1,Detroit,-5.0,2008-05-30,238,DET
0,San Antonio,7.5,2008-05-29,238,SAS
1,L.A. Lakers,-7.5,2008-05-29,238,LAL
0,L.A. Lakers,3.0,2008-06-05,238,LAL
1,Boston,-3.0,2008-06-05,238,BOS
0,L.A. Lakers,-1.5,2008-06-08,238,LAL
1,Boston,1.5,2008-06-08,238,BOS
0,Cleveland,6.0,2008-10-28,238,CLE
1,Boston,-6.0,2008-10-28,238,BOS
2,Milwaukee,6.0,2008-10-28,238,MIL
3,Chicago,-6.0,2008-10-28,238,CHI
4,Portland,8.0,2008-10-28,238,POR
5,L.A. Lakers,-8.0,2008-10-28,238,LAL
0,Boston,7.5,2008-06-12,238,BOS
1,L.A. Lakers,-7.5,2008-06-12,238,LAL
0,Boston,7.5,2008-06-15,238,BOS
1,L.A. Lakers,-7.5,2008-06-15,238,LAL
0,Boston,9.5,2008-06-10,238,BOS
1,L.A. Lakers,-9.5,2008-06-10,238,LAL
0,L.A. Lakers,4.5,2008-06-17,238,LAL
1,Boston,-4.5,2008-06-17,238,BOS
0,Charlotte,9.0,2008-10-30,238,CHA
1,Cleveland,-9.0,2008-10-30,238,CLE
2,Houston,4.0,2008-10-30,238,HOU
3,Dallas,-4.0,2008-10-30,238,DAL
4,New Orleans,3.0,2008-10-30,238,NOP
5,Phoenix,-3.0,2008-10-30,238,PHX
0,New York,8.5,2008-10-31,238,NYK
1,Philadelphia,-8.5,2008-10-31,238,PHI
2,Golden State,6.5,2008-10-31,238,GSW
3,Toronto,-6.5,2008-10-31,238,TOR
4,Sacramento,6.5,2008-10-31,238,SAC
5,Miami,-6.5,2008-10-31,238,MIA
6,Chicago,10.0,2008-10-31,238,CHI
7,Boston,-10.0,2008-10-31,238,BOS
8,Orlando,-7.5,2008-10-31,238,ORL
9,Memphis,7.5,2008-10-31,238,MEM
10,Denver,-2.0,2008-10-31,238,DEN
11,L.A. Clippers,2.0,2008-10-31,238,LAC
12,San Antonio,-2.0,2008-10-31,238,SAS
13,Portland,2.0,2008-10-31,238,POR
0,Toronto,5.0,2008-10-29,238,TOR
1,Philadelphia,-5.0,2008-10-29,238,PHI
2,Brooklyn,5.5,2008-10-29,238,BKN
3,Washington,-5.5,2008-10-29,238,WAS
4,Atlanta,8.0,2008-10-29,238,ATL
5,Orlando,-8.0,2008-10-29,238,ORL
6,Miami,2.5,2008-10-29,238,MIA
7,New York,-2.5,2008-10-29,238,NYK
8,Indiana,10.5,2008-10-29,238,IND
9,Detroit,-10.5,2008-10-29,238,DET
10,Sacramento,6.0,2008-10-29,238,SAC
11,Minnesota,-6.0,2008-10-29,238,MIN
12,Phoenix,1.0,2008-10-29,238,PHX
13,San Antonio,-1.0,2008-10-29,238,SAS
14,Milwaukee,4.0,2008-10-29,238,MIL
15,Oklahoma City,-4.0,2008-10-29,238,OKC
16,Memphis,12.5,2008-10-29,238,MEM
17,Houston,-12.5,2008-10-29,238,HOU
18,Denver,8.0,2008-10-29,238,DEN
19,Utah,-8.0,2008-10-29,238,UTA
20,New Orleans,-7.5,2008-10-29,238,NOP
21,Golden State,7.5,2008-10-29,238,GSW
22,L.A. Lakers,-10.0,2008-10-29,238,LAL
23,L.A. Clippers,10.0,2008-10-29,238,LAC
0,Philadelphia,2.5,2008-11-01,238,PHI
1,Atlanta,-2.5,2008-11-01,238,ATL
2,Miami,2.5,2008-11-01,238,MIA
3,Charlotte,-2.5,2008-11-01,238,CHA
4,Boston,-6.0,2008-11-01,238,BOS
5,Indiana,6.0,2008-11-01,238,IND
6,Sacramento,10.5,2008-11-01,238,SAC
7,Orlando,-10.5,2008-11-01,238,ORL
8,Washington,9.0,2008-11-01,238,WAS
9,Detroit,-9.0,2008-11-01,238,DET
10,Golden State,4.5,2008-11-01,238,GSW
11,Brooklyn,-4.5,2008-11-01,238,BKN
12,Dallas,-6.0,2008-11-01,238,DAL
13,Minnesota,6.0,2008-11-01,238,MIN
14,Cleveland,3.0,2008-11-01,238,CLE
15,New Orleans,-3.0,2008-11-01,238,NOP
16,Memphis,8.0,2008-11-01,238,MEM
17,Chicago,-8.0,2008-11-01,238,CHI
18,Oklahoma City,14.0,2008-11-01,238,OKC
19,Houston,-14.0,2008-11-01,238,HOU
20,Toronto,1.0,2008-11-01,238,TOR
21,Milwaukee,-1.0,2008-11-01,238,MIL
22,L.A. Lakers,-8.5,2008-11-01,238,LAL
23,Denver,8.5,2008-11-01,238,DEN
24,L.A. Clippers,13.5,2008-11-01,238,LAC
25,Utah,-13.5,2008-11-01,238,UTA
26,Portland,9.0,2008-11-01,238,POR
27,Phoenix,-9.0,2008-11-01,238,PHX
0,Philadelphia,5.0,2008-11-06,238,PHI
1,Orlando,-5.0,2008-11-06,238,ORL
2,Houston,-5.0,2008-11-06,238,HOU
3,Portland,5.0,2008-11-06,238,POR
0,Phoenix,-6.5,2008-11-04,238,PHX
1,Brooklyn,6.5,2008-11-04,238,BKN
2,Boston,3.5,2008-11-04,238,BOS
3,Houston,-3.5,2008-11-04,238,HOU
4,Dallas,4.5,2008-11-04,238,DAL
5,San Antonio,-4.5,2008-11-04,238,SAS
0,Milwaukee,5.0,2008-11-02,238,MIL
1,New York,-5.0,2008-11-02,238,NYK
2,Minnesota,1.5,2008-11-02,238,MIN
3,Oklahoma City,-1.5,2008-11-02,238,OKC
0,Detroit,-3.5,2008-11-03,238,DET
1,Charlotte,3.5,2008-11-03,238,CHA
2,Chicago,8.0,2008-11-03,238,CHI
3,Orlando,-8.0,2008-11-03,238,ORL
4,Sacramento,11.5,2008-11-03,238,SAC
5,Philadelphia,-11.5,2008-11-03,238,PHI
6,Golden State,-2.0,2008-11-03,238,GSW
7,Memphis,2.0,2008-11-03,238,MEM
8,Cleveland,4.0,2008-11-03,238,CLE
9,Dallas,-4.0,2008-11-03,238,DAL
10,Utah,-5.0,2008-11-03,238,UTA
11,L.A. Clippers,5.0,2008-11-03,238,LAC
0,Phoenix,-2.5,2008-11-05,238,PHX
1,Indiana,2.5,2008-11-05,238,IND
2,Detroit,3.5,2008-11-05,238,DET
3,Toronto,-3.5,2008-11-05,238,TOR
4,Philadelphia,-3.5,2008-11-05,238,PHI
5,Miami,3.5,2008-11-05,238,MIA
6,Charlotte,4.0,2008-11-05,238,CHA
7,New York,-4.0,2008-11-05,238,NYK
8,Chicago,9.0,2008-11-05,238,CHI
9,Cleveland,-9.0,2008-11-05,238,CLE
10,Washington,-1.5,2008-11-05,238,WAS
11,Milwaukee,1.5,2008-11-05,238,MIL
12,San Antonio,-4.5,2008-11-05,238,SAS
13,Minnesota,4.5,2008-11-05,238,MIN
14,Atlanta,8.5,2008-11-05,238,ATL
15,New Orleans,-8.5,2008-11-05,238,NOP
16,Boston,-9.5,2008-11-05,238,BOS
17,Oklahoma City,9.5,2008-11-05,238,OKC
18,Portland,6.5,2008-11-05,238,POR
19,Utah,-6.5,2008-11-05,238,UTA
20,Memphis,2.0,2008-11-05,238,MEM
21,Sacramento,-2.0,2008-11-05,238,SAC
22,Denver,3.5,2008-11-05,238,DEN
23,Golden State,-3.5,2008-11-05,238,GSW
24,L.A. Clippers,13.5,2008-11-05,238,LAC
25,L.A. Lakers,-13.5,2008-11-05,238,LAL
0,New Orleans,-7.5,2008-11-07,238,NOP
1,Charlotte,7.5,2008-11-07,238,CHA
2,New York,6.0,2008-11-07,238,NYK
3,Washington,-6.0,2008-11-07,238,WAS
4,Toronto,2.0,2008-11-07,238,TOR
5,Atlanta,-2.0,2008-11-07,238,ATL
6,Milwaukee,14.0,2008-11-07,238,MIL
7,Boston,-14.0,2008-11-07,238,BOS
8,Indiana,8.5,2008-11-07,238,IND
9,Cleveland,-8.5,2008-11-07,238,CLE
10,Detroit,-8.0,2008-11-07,238,DET
11,Brooklyn,8.0,2008-11-07,238,BKN
12,Miami,7.0,2008-11-07,238,MIA
13,San Antonio,-7.0,2008-11-07,238,SAS
14,Phoenix,-3.5,2008-11-07,238,PHX
15,Chicago,3.5,2008-11-07,238,CHI
16,Oklahoma City,12.5,2008-11-07,238,OKC
17,Utah,-12.5,2008-11-07,238,UTA
18,Minnesota,3.0,2008-11-07,238,MIN
19,Sacramento,-3.0,2008-11-07,238,SAC
20,Dallas,1.0,2008-11-07,238,DAL
21,Denver,-1.0,2008-11-07,238,DEN
22,Memphis,7.5,2008-11-07,238,MEM
23,Golden State,-7.5,2008-11-07,238,GSW
24,Houston,-6.0,2008-11-07,238,HOU
25,L.A. Clippers,6.0,2008-11-07,238,LAC
0,Toronto,-4.5,2008-11-09,238,TOR
1,Charlotte,4.5,2008-11-09,238,CHA
2,Utah,-4.0,2008-11-09,238,UTA
3,New York,4.0,2008-11-09,238,NYK
4,Dallas,-4.5,2008-11-09,238,DAL
5,L.A. Clippers,4.5,2008-11-09,238,LAC
6,Boston,1.0,2008-11-09,238,BOS
7,Detroit,-1.0,2008-11-09,238,DET
8,Atlanta,-4.0,2008-11-09,238,ATL
9,Oklahoma City,4.0,2008-11-09,238,OKC
10,Memphis,8.5,2008-11-09,238,MEM
11,Denver,-8.5,2008-11-09,238,DEN
12,Golden State,3.0,2008-11-09,238,GSW
13,Sacramento,-3.0,2008-11-09,238,SAC
14,Houston,7.0,2008-11-09,238,HOU
15,L.A. Lakers,-7.0,2008-11-09,238,LAL
0,Denver,7.0,2008-11-13,238,DEN
1,Cleveland,-7.0,2008-11-13,238,CLE
2,Dallas,-2.0,2008-11-13,238,DAL
