,team,spread,date,source,abrv
10,San Antonio,-1.0,2012-11-13,238,SAS
11,L.A. Lakers,1.0,2012-11-13,238,LAL
0,Washington,8.0,2012-11-10,238,WAS
1,Indiana,-8.0,2012-11-10,238,IND
2,Philadelphia,3.0,2012-11-10,238,PHI
3,Toronto,-3.0,2012-11-10,238,TOR
4,Dallas,-6.0,2012-11-10,238,DAL
5,Charlotte,6.0,2012-11-10,238,CHA
6,Detroit,7.0,2012-11-10,238,DET
7,Houston,-7.0,2012-11-10,238,HOU
8,Minnesota,8.0,2012-11-10,238,MIN
9,Chicago,-8.0,2012-11-10,238,CHI
10,Boston,-1.0,2012-11-10,238,BOS
11,Milwaukee,1.0,2012-11-10,238,MIL
12,Phoenix,8.5,2012-11-10,238,PHX
13,Utah,-8.5,2012-11-10,238,UTA
14,San Antonio,-2.5,2012-11-10,238,SAS
15,Portland,2.5,2012-11-10,238,POR
16,Denver,-2.5,2012-11-10,238,DEN
17,Golden State,2.5,2012-11-10,238,GSW
0,Orlando,8.5,2012-11-11,238,ORL
1,Brooklyn,-8.5,2012-11-11,238,BKN
2,Atlanta,6.5,2012-11-11,238,ATL
3,L.A. Clippers,-6.5,2012-11-11,238,LAC
4,Miami,-1.5,2012-11-11,238,MIA
5,Memphis,1.5,2012-11-11,238,MEM
6,Cleveland,10.0,2012-11-11,238,CLE
7,Oklahoma City,-10.0,2012-11-11,238,OKC
8,Sacramento,10.5,2012-11-11,238,SAC
9,L.A. Lakers,-10.5,2012-11-11,238,LAL
0,Utah,-3.0,2012-11-12,238,UTA
1,Toronto,3.0,2012-11-12,238,TOR
2,Milwaukee,4.0,2012-11-12,238,MIL
3,Philadelphia,-4.0,2012-11-12,238,PHI
4,Oklahoma City,-6.5,2012-11-12,238,OKC
5,Detroit,6.5,2012-11-12,238,DET
6,Boston,2.5,2012-11-12,238,BOS
7,Chicago,-2.5,2012-11-12,238,CHI
8,Miami,-5.5,2012-11-12,238,MIA
9,Houston,5.5,2012-11-12,238,HOU
10,Minnesota,7.0,2012-11-12,238,MIN
11,Dallas,-7.0,2012-11-12,238,DAL
12,Denver,-4.5,2012-11-12,238,DEN
13,Phoenix,4.5,2012-11-12,238,PHX
14,Atlanta,2.5,2012-11-12,238,ATL
15,Portland,-2.5,2012-11-12,238,POR
0,Boston,5.5,2012-11-15,238,BOS
1,Brooklyn,-5.5,2012-11-15,238,BKN
2,New York,5.5,2012-11-15,238,NYK
3,San Antonio,-5.5,2012-11-15,238,SAS
4,Miami,3.5,2012-11-15,238,MIA
5,Denver,-3.5,2012-11-15,238,DEN
0,Indiana,7.0,2012-11-18,238,IND
1,New York,-7.0,2012-11-18,238,NYK
2,Orlando,4.0,2012-11-18,238,ORL
3,Toronto,-4.0,2012-11-18,238,TOR
4,Cleveland,6.5,2012-11-18,238,CLE
5,Philadelphia,-6.5,2012-11-18,238,PHI
6,Brooklyn,-3.5,2012-11-18,238,BKN
7,Sacramento,3.5,2012-11-18,238,SAC
8,Golden State,10.0,2012-11-18,238,GSW
9,Oklahoma City,-10.0,2012-11-18,238,OKC
10,Boston,-4.0,2012-11-18,238,BOS
11,Detroit,4.0,2012-11-18,238,DET
12,Chicago,2.0,2012-11-18,238,CHI
13,Portland,-2.0,2012-11-18,238,POR
14,Houston,7.0,2012-11-18,238,HOU
15,L.A. Lakers,-7.0,2012-11-18,238,LAL
0,Detroit,7.5,2012-11-14,238,DET
1,Philadelphia,-7.5,2012-11-14,238,PHI
2,Utah,5.0,2012-11-14,238,UTA
3,Boston,-5.0,2012-11-14,238,BOS
4,Indiana,4.5,2012-11-14,238,IND
5,Milwaukee,-4.5,2012-11-14,238,MIL
6,New Orleans,6.5,2012-11-14,238,NOP
7,Houston,-6.5,2012-11-14,238,HOU
8,Memphis,5.5,2012-11-14,238,MEM
9,Oklahoma City,-5.5,2012-11-14,238,OKC
10,Charlotte,6.5,2012-11-14,238,CHA
11,Minnesota,-6.5,2012-11-14,238,MIN
12,Washington,8.5,2012-11-14,238,WAS
13,Dallas,-8.5,2012-11-14,238,DAL
14,Chicago,-3.0,2012-11-14,238,CHI
15,Phoenix,3.0,2012-11-14,238,PHX
16,Miami,-1.0,2012-11-14,238,MIA
17,L.A. Clippers,1.0,2012-11-14,238,LAC
18,Atlanta,1.0,2012-11-14,238,ATL
19,Golden State,-1.0,2012-11-14,238,GSW
0,Milwaukee,-4.5,2012-11-19,238,MIL
1,Charlotte,4.5,2012-11-19,238,CHA
2,Indiana,-3.0,2012-11-19,238,IND
3,Washington,3.0,2012-11-19,238,WAS
4,Orlando,10.5,2012-11-19,238,ORL
5,Atlanta,-10.5,2012-11-19,238,ATL
6,Denver,6.5,2012-11-19,238,DEN
7,Memphis,-6.5,2012-11-19,238,MEM
8,L.A. Clippers,4.5,2012-11-19,238,LAC
9,San Antonio,-4.5,2012-11-19,238,SAS
10,Golden State,5.0,2012-11-19,238,GSW
11,Dallas,-5.0,2012-11-19,238,DAL
12,Houston,6.5,2012-11-19,238,HOU
13,Utah,-6.5,2012-11-19,238,UTA
0,Utah,1.5,2012-11-16,238,UTA
1,Philadelphia,-1.5,2012-11-16,238,PHI
2,Dallas,2.0,2012-11-16,238,DAL
3,Indiana,-2.0,2012-11-16,238,IND
4,Orlando,5.0,2012-11-16,238,ORL
5,Detroit,-5.0,2012-11-16,238,DET
6,Oklahoma City,-6.5,2012-11-16,238,OKC
7,New Orleans,6.5,2012-11-16,238,NOP
8,Golden State,-1.0,2012-11-16,238,GSW
9,Minnesota,1.0,2012-11-16,238,MIN
10,New York,6.5,2012-11-16,238,NYK
11,Memphis,-6.5,2012-11-16,238,MEM
12,Atlanta,-2.0,2012-11-16,238,ATL
13,Sacramento,2.0,2012-11-16,238,SAC
14,Houston,2.0,2012-11-16,238,HOU
15,Portland,-2.0,2012-11-16,238,POR
16,Phoenix,9.0,2012-11-16,238,PHX
17,L.A. Lakers,-9.0,2012-11-16,238,LAL
0,Toronto,7.0,2012-11-17,238,TOR
1,Boston,-7.0,2012-11-17,238,BOS
2,Utah,-3.5,2012-11-17,238,UTA
3,Washington,3.5,2012-11-17,238,WAS
4,Dallas,2.5,2012-11-17,238,DAL
5,Cleveland,-2.5,2012-11-17,238,CLE
6,Memphis,-6.5,2012-11-17,238,MEM
7,Charlotte,6.5,2012-11-17,238,CHA
8,New Orleans,8.0,2012-11-17,238,NOP
9,Milwaukee,-8.0,2012-11-17,238,MIL
10,Denver,6.0,2012-11-17,238,DEN
11,San Antonio,-6.0,2012-11-17,238,SAS
12,Miami,-6.5,2012-11-17,238,MIA
13,Phoenix,6.5,2012-11-17,238,PHX
14,Chicago,6.0,2012-11-17,238,CHI
15,L.A. Clippers,-6.0,2012-11-17,238,LAC
0,Toronto,2.5,2012-11-21,238,TOR
1,Charlotte,-2.5,2012-11-21,238,CHA
2,Detroit,1.0,2012-11-21,238,DET
3,Orlando,-1.0,2012-11-21,238,ORL
4,Philadelphia,-4.5,2012-11-21,238,PHI
5,Cleveland,4.5,2012-11-21,238,CLE
6,New Orleans,7.5,2012-11-21,238,NOP
7,Indiana,-7.5,2012-11-21,238,IND
8,San Antonio,-1.5,2012-11-21,238,SAS
9,Boston,1.5,2012-11-21,238,BOS
10,Washington,9.5,2012-11-21,238,WAS
11,Atlanta,-9.5,2012-11-21,238,ATL
12,Milwaukee,9.5,2012-11-21,238,MIL
13,Miami,-9.5,2012-11-21,238,MIA
14,L.A. Clippers,3.5,2012-11-21,238,LAC
15,Oklahoma City,-3.5,2012-11-21,238,OKC
16,Chicago,1.5,2012-11-21,238,CHI
17,Houston,-1.5,2012-11-21,238,HOU
18,Denver,-2.0,2012-11-21,238,DEN
19,Minnesota,2.0,2012-11-21,238,MIN
20,New York,-3.5,2012-11-21,238,NYK
21,Dallas,3.5,2012-11-21,238,DAL
22,Portland,2.0,2012-11-21,238,POR
23,Phoenix,-2.0,2012-11-21,238,PHX
24,L.A. Lakers,-5.5,2012-11-21,238,LAL
25,Sacramento,5.5,2012-11-21,238,SAC
26,Brooklyn,2.5,2012-11-21,238,BKN
27,Golden State,-2.5,2012-11-21,238,GSW
0,Atlanta,-3.5,2012-11-23,238,ATL
1,Charlotte,3.5,2012-11-23,238,CHA
2,Cleveland,4.5,2012-11-23,238,CLE
3,Orlando,-4.5,2012-11-23,238,ORL
4,Oklahoma City,-3.0,2012-11-23,238,OKC
5,Boston,3.0,2012-11-23,238,BOS
6,L.A. Clippers,-3.0,2012-11-23,238,LAC
7,Brooklyn,3.0,2012-11-23,238,BKN
8,Toronto,1.5,2012-11-23,238,TOR
9,Detroit,-1.5,2012-11-23,238,DET
10,San Antonio,-4.5,2012-11-23,238,SAS
11,Indiana,4.5,2012-11-23,238,IND
12,L.A. Lakers,4.5,2012-11-23,238,LAL
13,Memphis,-4.5,2012-11-23,238,MEM
14,New York,-4.5,2012-11-23,238,NYK
15,Houston,4.5,2012-11-23,238,HOU
16,Golden State,6.5,2012-11-23,238,GSW
17,Denver,-6.5,2012-11-23,238,DEN
18,Sacramento,9.0,2012-11-23,238,SAC
19,Utah,-9.0,2012-11-23,238,UTA
20,New Orleans,5.5,2012-11-23,238,NOP
21,Phoenix,-5.5,2012-11-23,238,PHX
22,Minnesota,1.5,2012-11-23,238,MIN
23,Portland,-1.5,2012-11-23,238,POR
0,Oklahoma City,-4.5,2012-11-24,238,OKC
1,Philadelphia,4.5,2012-11-24,238,PHI
2,Charlotte,4.5,2012-11-24,238,CHA
3,Washington,-4.5,2012-11-24,238,WAS
4,L.A. Clippers,-2.0,2012-11-24,238,LAC
5,Atlanta,2.0,2012-11-24,238,ATL
6,Cleveland,15.0,2012-11-24,238,CLE
7,Miami,-15.0,2012-11-24,238,MIA
8,L.A. Lakers,-1.5,2012-11-24,238,LAL
9,Dallas,1.5,2012-11-24,238,DAL
10,Chicago,3.0,2012-11-24,238,CHI
11,Milwaukee,-3.0,2012-11-24,238,MIL
12,Utah,-1.0,2012-11-24,238,UTA
13,Sacramento,1.0,2012-11-24,238,SAC
14,Minnesota,3.0,2012-11-24,238,MIN
15,Golden State,-3.0,2012-11-24,238,GSW
0,Toronto,5.5,2012-11-20,238,TOR
1,Philadelphia,-5.5,2012-11-20,238,PHI
2,New York,-7.5,2012-11-20,238,NYK
3,New Orleans,7.5,2012-11-20,238,NOP
4,Brooklyn,6.5,2012-11-20,238,BKN
5,L.A. Lakers,-6.5,2012-11-20,238,LAL
0,San Antonio,13.0,2012-11-29,238,SAS
1,Miami,-13.0,2012-11-29,238,MIA
2,Denver,-1.0,2012-11-29,238,DEN
3,Golden State,1.0,2012-11-29,238,GSW
0,Dallas,3.0,2012-11-27,238,DAL
1,Philadelphia,-3.0,2012-11-27,238,PHI
2,Phoenix,-3.5,2012-11-27,238,PHX
3,Cleveland,3.5,2012-11-27,238,CLE
4,Toronto,6.0,2012-11-27,238,TOR
5,Houston,-6.0,2012-11-27,238,HOU
6,Minnesota,1.0,2012-11-27,238,MIN
7,Sacramento,-1.0,2012-11-27,238,SAC
8,Indiana,8.5,2012-11-27,238,IND
9,L.A. Lakers,-8.5,2012-11-27,238,LAL
0,Portland,-3.5,2012-11-28,238,POR
1,Washington,3.5,2012-11-28,238,WAS
2,San Antonio,-7.5,2012-11-28,238,SAS
3,Orlando,7.5,2012-11-28,238,ORL
4,Charlotte,9.5,2012-11-28,238,CHA
5,Atlanta,-9.5,2012-11-28,238,ATL
6,Phoenix,3.0,2012-11-28,238,PHX
7,Detroit,-3.0,2012-11-28,238,DET
8,Brooklyn,3.5,2012-11-28,238,BKN
9,Boston,-3.5,2012-11-28,238,BOS
10,Dallas,6.0,2012-11-28,238,DAL
11,Chicago,-6.0,2012-11-28,238,CHI
12,New York,-2.5,2012-11-28,238,NYK
13,Milwaukee,2.5,2012-11-28,238,MIL
14,Toronto,10.5,2012-11-28,238,TOR
15,Memphis,-10.5,2012-11-28,238,MEM
16,Utah,-3.0,2012-11-28,238,UTA
17,New Orleans,3.0,2012-11-28,238,NOP
18,Houston,10.5,2012-11-28,238,HOU
19,Oklahoma City,-10.5,2012-11-28,238,OKC
20,Minnesota,9.0,2012-11-28,238,MIN
21,L.A. Clippers,-9.0,2012-11-28,238,LAC
0,Phoenix,11.5,2012-12-02,238,PHX
1,New York,-11.5,2012-12-02,238,NYK
2,Orlando,13.0,2012-12-02,238,ORL
3,L.A. Lakers,-13.0,2012-12-02,238,LAL
0,Phoenix,3.0,2012-11-30,238,PHX
1,Toronto,-3.0,2012-11-30,238,TOR
2,Philadelphia,-3.5,2012-11-30,238,PHI
3,Charlotte,3.5,2012-11-30,238,CHA
4,Brooklyn,-5.0,2012-11-30,238,BKN
5,Orlando,5.0,2012-11-30,238,ORL
6,Portland,4.5,2012-11-30,238,POR
7,Boston,-4.5,2012-11-30,238,BOS
8,Washington,12.0,2012-11-30,238,WAS
9,New York,-12.0,2012-11-30,238,NYK
10,Cleveland,8.5,2012-11-30,238,CLE
11,Atlanta,-8.5,2012-11-30,238,ATL
12,Detroit,10.5,2012-11-30,238,DET
13,Memphis,-10.5,2012-11-30,238,MEM
14,Utah,9.5,2012-11-30,238,UTA
15,Oklahoma City,-9.5,2012-11-30,238,OKC
16,Milwaukee,1.0,2012-11-30,238,MIL
17,Minnesota,-1.0,2012-11-30,238,MIN
18,Indiana,-1.0,2012-11-30,238,IND
19,Sacramento,1.0,2012-11-30,238,SAC
20,Denver,5.5,2012-11-30,238,DEN
21,L.A. Lakers,-5.5,2012-11-30,238,LAL
0,San Antonio,-6.0,2012-11-25,238,SAS
1,Toronto,6.0,2012-11-25,238,TOR
2,Detroit,11.0,2012-11-25,238,DET
3,New York,-11.0,2012-11-25,238,NYK
4,Portland,7.5,2012-11-25,238,POR
5,Brooklyn,-7.5,2012-11-25,238,BKN
6,Phoenix,4.0,2012-11-25,238,PHX
7,Philadelphia,-4.0,2012-11-25,238,PHI
8,Boston,-5.0,2012-11-25,238,BOS
9,Orlando,5.0,2012-11-25,238,ORL
10,New Orleans,10.0,2012-11-25,238,NOP
11,Denver,-10.0,2012-11-25,238,DEN
0,San Antonio,-7.0,2012-11-26,238,SAS
1,Washington,7.0,2012-11-26,238,WAS
2,New York,-1.0,2012-11-26,238,NYK
3,Brooklyn,1.0,2012-11-26,238,BKN
4,Portland,-1.0,2012-11-26,238,POR
5,Detroit,1.0,2012-11-26,238,DET
6,Milwaukee,4.0,2012-11-26,238,MIL
7,Chicago,-4.0,2012-11-26,238,CHI
8,Cleveland,11.5,2012-11-26,238,CLE
9,Memphis,-11.5,2012-11-26,238,MEM
10,Charlotte,11.5,2012-11-26,238,CHA
11,Oklahoma City,-11.5,2012-11-26,238,OKC
12,Denver,3.0,2012-11-26,238,DEN
13,Utah,-3.0,2012-11-26,238,UTA
14,New Orleans,13.5,2012-11-26,238,NOP
15,L.A. Clippers,-13.5,2012-11-26,238,LAC
0,Brooklyn,8.0,2012-12-01,238,BKN
1,Miami,-8.0,2012-12-01,238,MIA
2,Portland,1.5,2012-12-01,238,POR
3,Cleveland,-1.5,2012-12-01,238,CLE
4,Philadelphia,6.5,2012-12-01,238,PHI
5,Chicago,-6.5,2012-12-01,238,CHI
6,Oklahoma City,-8.5,2012-12-01,238,OKC
7,New Orleans,8.5,2012-12-01,238,NOP
8,Utah,6.5,2012-12-01,238,UTA
9,Houston,-6.5,2012-12-01,238,HOU
10,Boston,2.5,2012-12-01,238,BOS
11,Milwaukee,-2.5,2012-12-01,238,MIL
12,Memphis,6.0,2012-12-01,238,MEM
13,San Antonio,-6.0,2012-12-01,238,SAS
14,Detroit,7.0,2012-12-01,238,DET
15,Dallas,-7.0,2012-12-01,238,DAL
16,Sacramento,12.5,2012-12-01,238,SAC
17,L.A. Clippers,-12.5,2012-12-01,238,LAC
18,Indiana,5.0,2012-12-01,238,IND
19,Golden State,-5.0,2012-12-01,238,GSW
0,Minnesota,3.0,2012-12-04,238,MIN
1,Philadelphia,-3.0,2012-12-04,238,PHI
2,Miami,-10.0,2012-12-04,238,MIA
3,Washington,10.0,2012-12-04,238,WAS
4,Oklahoma City,-4.0,2012-12-04,238,OKC
5,Brooklyn,4.0,2012-12-04,238,BKN
6,Indiana,4.0,2012-12-04,238,IND
7,Chicago,-4.0,2012-12-04,238,CHI
8,Phoenix,10.0,2012-12-04,238,PHX
9,Memphis,-10.0,2012-12-04,238,MEM
10,L.A. Lakers,1.0,2012-12-04,238,LAL
11,Houston,-1.0,2012-12-04,238,HOU
0,Portland,1.0,2012-12-03,238,POR
1,Charlotte,-1.0,2012-12-03,238,CHA
2,Cleveland,5.0,2012-12-03,238,CLE
3,Detroit,-5.0,2012-12-03,238,DET
4,Milwaukee,-4.0,2012-12-03,238,MIL
5,New Orleans,4.0,2012-12-03,238,NOP
6,Toronto,10.5,2012-12-03,238,TOR
7,Denver,-10.5,2012-12-03,238,DEN
8,L.A. Clippers,-2.0,2012-12-03,238,LAC
9,Utah,2.0,2012-12-03,238,UTA
10,Orlando,9.5,2012-12-03,238,ORL
11,Golden State,-9.5,2012-12-03,238,GSW
0,Portland,4.0,2012-12-05,238,POR
1,Indiana,-4.0,2012-12-05,238,IND
2,New York,-7.5,2012-12-05,238,NYK
3,Charlotte,7.5,2012-12-05,238,CHA
4,Minnesota,5.5,2012-12-05,238,MIN
5,Boston,-5.5,2012-12-05,238,BOS
6,Golden State,1.0,2012-12-05,238,GSW
7,Detroit,-1.0,2012-12-05,238,DET
8,Denver,2.0,2012-12-05,238,DEN
9,Atlanta,-2.0,2012-12-05,238,ATL
10,Chicago,-3.0,2012-12-05,238,CHI
11,Cleveland,3.0,2012-12-05,238,CLE
12,L.A. Lakers,-4.5,2012-12-05,238,LAL
13,New Orleans,4.5,2012-12-05,238,NOP
14,Milwaukee,9.0,2012-12-05,238,MIL
15,San Antonio,-9.0,2012-12-05,238,SAS
16,Orlando,8.0,2012-12-05,238,ORL
17,Utah,-8.0,2012-12-05,238,UTA
18,Toronto,2.5,2012-12-05,238,TOR
19,Sacramento,-2.5,2012-12-05,238,SAC
20,Dallas,8.5,2012-12-05,238,DAL
21,L.A. Clippers,-8.5,2012-12-05,238,LAC
0,New York,-3.5,2012-12-11,238,NYK
1,Brooklyn,3.5,2012-12-11,238,BKN
2,L.A. Lakers,-6.5,2012-12-11,238,LAL
3,Cleveland,6.5,2012-12-11,238,CLE
4,Denver,-4.5,2012-12-11,238,DEN
5,Detroit,4.5,2012-12-11,238,DET
6,Washington,5.5,2012-12-11,238,WAS
7,New Orleans,-5.5,2012-12-11,238,NOP
8,L.A. Clippers,-3.5,2012-12-11,238,LAC
9,Chicago,3.5,2012-12-11,238,CHI
0,New York,9.5,2012-12-06,238,NYK
1,Miami,-9.5,2012-12-06,238,MIA
2,Dallas,4.5,2012-12-06,238,DAL
3,Phoenix,-4.5,2012-12-06,238,PHX
0,Phoenix,10.5,2012-12-08,238,PHX
1,L.A. Clippers,-10.5,2012-12-08,238,LAC
2,Golden State,-4.5,2012-12-08,238,GSW
3,Washington,4.5,2012-12-08,238,WAS
4,San Antonio,-9.5,2012-12-08,238,SAS
5,Charlotte,9.5,2012-12-08,238,CHA
6,Philadelphia,6.5,2012-12-08,238,PHI
7,Boston,-6.5,2012-12-08,238,BOS
8,New Orleans,14.5,2012-12-08,238,NOP
9,Miami,-14.5,2012-12-08,238,MIA
10,Detroit,-1.0,2012-12-08,238,DET
11,Cleveland,1.0,2012-12-08,238,CLE
12,New York,-2.0,2012-12-08,238,NYK
13,Chicago,2.0,2012-12-08,238,CHI
14,Atlanta,7.5,2012-12-08,238,ATL
15,Memphis,-7.5,2012-12-08,238,MEM
16,Dallas,6.5,2012-12-08,238,DAL
17,Houston,-6.5,2012-12-08,238,HOU
18,Sacramento,7.0,2012-12-08,238,SAC
19,Portland,-7.0,2012-12-08,238,POR
0,Detroit,5.5,2012-12-10,238,DET
1,Philadelphia,-5.5,2012-12-10,238,PHI
2,Golden State,-4.5,2012-12-10,238,GSW
3,Charlotte,4.5,2012-12-10,238,CHA
4,Atlanta,6.5,2012-12-10,238,ATL
5,Miami,-6.5,2012-12-10,238,MIA
6,San Antonio,-7.0,2012-12-10,238,SAS
7,Houston,7.0,2012-12-10,238,HOU
8,Sacramento,6.5,2012-12-10,238,SAC
9,Dallas,-6.5,2012-12-10,238,DAL
10,Toronto,2.5,2012-12-10,238,TOR
11,Portland,-2.5,2012-12-10,238,POR
0,Toronto,10.5,2012-12-09,238,TOR
1,L.A. Clippers,-10.5,2012-12-09,238,LAC
2,Milwaukee,6.0,2012-12-09,238,MIL
3,Brooklyn,-6.0,2012-12-09,238,BKN
4,Indiana,10.0,2012-12-09,238,IND
5,Oklahoma City,-10.0,2012-12-09,238,OKC
6,Denver,4.0,2012-12-09,238,DEN
7,New York,-4.0,2012-12-09,238,NYK
8,Orlando,4.5,2012-12-09,238,ORL
9,Phoenix,-4.5,2012-12-09,238,PHX
10,Utah,7.5,2012-12-09,238,UTA
11,L.A. Lakers,-7.5,2012-12-09,238,LAL
0,Brooklyn,-6.5,2012-12-12,238,BKN
1,Toronto,6.5,2012-12-12,238,TOR
2,Atlanta,-5.0,2012-12-12,238,ATL
3,Orlando,5.0,2012-12-12,238,ORL
4,Cleveland,7.5,2012-12-12,238,CLE
5,Indiana,-7.5,2012-12-12,238,IND
6,Chicago,2.5,2012-12-12,238,CHI
7,Philadelphia,-2.5,2012-12-12,238,PHI
8,L.A. Clippers,-8.0,2012-12-12,238,LAC
9,Charlotte,8.0,2012-12-12,238,CHA
10,Golden State,8.5,2012-12-12,238,GSW
11,Miami,-8.5,2012-12-12,238,MIA
12,Dallas,6.0,2012-12-12,238,DAL
13,Boston,-6.0,2012-12-12,238,BOS
14,Sacramento,7.5,2012-12-12,238,SAC
15,Milwaukee,-7.5,2012-12-12,238,MIL
16,Washington,10.5,2012-12-12,238,WAS
17,Houston,-10.5,2012-12-12,238,HOU
18,New Orleans,14.0,2012-12-12,238,NOP
19,Oklahoma City,-14.0,2012-12-12,238,OKC
20,Denver,4.5,2012-12-12,238,DEN
21,Minnesota,-4.5,2012-12-12,238,MIN
22,Memphis,-6.5,2012-12-12,238,MEM
23,Phoenix,6.5,2012-12-12,238,PHX
24,San Antonio,-4.0,2012-12-12,238,SAS
25,Utah,4.0,2012-12-12,238,UTA
0,Boston,-2.0,2012-12-07,238,BOS
1,Philadelphia,2.0,2012-12-07,238,PHI
2,Denver,2.0,2012-12-07,238,DEN
3,Indiana,-2.0,2012-12-07,238,IND
4,Golden State,6.5,2012-12-07,238,GSW
5,Brooklyn,-6.5,2012-12-07,238,BKN
6,Washington,9.0,2012-12-07,238,WAS
7,Atlanta,-9.0,2012-12-07,238,ATL
8,Chicago,-2.5,2012-12-07,238,CHI
9,Detroit,2.5,2012-12-07,238,DET
10,Memphis,-8.0,2012-12-07,238,MEM
11,New Orleans,8.0,2012-12-07,238,NOP
12,Cleveland,8.5,2012-12-07,238,CLE
13,Minnesota,-8.5,2012-12-07,238,MIN
14,Charlotte,7.5,2012-12-07,238,CHA
15,Milwaukee,-7.5,2012-12-07,238,MIL
16,Houston,8.5,2012-12-07,238,HOU
17,San Antonio,-8.5,2012-12-07,238,SAS
18,Toronto,6.5,2012-12-07,238,TOR
19,Utah,-6.5,2012-12-07,238,UTA
20,L.A. Lakers,7.5,2012-12-07,238,LAL
21,Oklahoma City,-7.5,2012-12-07,238,OKC
22,Orlando,3.0,2012-12-07,238,ORL
23,Sacramento,-3.0,2012-12-07,238,SAC
0,Charlotte,10.0,2012-12-13,238,CHA
1,Atlanta,-10.0,2012-12-13,238,ATL
2,L.A. Lakers,5.5,2012-12-13,238,LAL
3,New York,-5.5,2012-12-13,238,NYK
4,San Antonio,-7.0,2012-12-13,238,SAS
5,Portland,7.0,2012-12-13,238,POR
0,Dallas,-5.0,2012-12-14,238,DAL
1,Toronto,5.0,2012-12-14,238,TOR
2,L.A. Lakers,-6.5,2012-12-14,238,LAL
3,Washington,6.5,2012-12-14,238,WAS
4,Philadelphia,6.0,2012-12-14,238,PHI
5,Indiana,-6.0,2012-12-14,238,IND
6,Golden State,-4.0,2012-12-14,238,GSW
7,Orlando,4.0,2012-12-14,238,ORL
8,Detroit,8.0,2012-12-14,238,DET
9,Brooklyn,-8.0,2012-12-14,238,BKN
10,Milwaukee,-3.0,2012-12-14,238,MIL
11,Cleveland,3.0,2012-12-14,238,CLE
12,Minnesota,-4.5,2012-12-14,238,MIN
13,New Orleans,4.5,2012-12-14,238,NOP
14,Boston,2.5,2012-12-14,238,BOS
15,Houston,-2.5,2012-12-14,238,HOU
16,Sacramento,13.0,2012-12-14,238,SAC
17,Oklahoma City,-13.0,2012-12-14,238,OKC
18,Utah,-1.5,2012-12-14,238,UTA
19,Phoenix,1.5,2012-12-14,238,PHX
20,Memphis,1.0,2012-12-14,238,MEM
21,Denver,-1.0,2012-12-14,238,DEN
0,Houston,-4.0,2012-12-16,238,HOU
1,Toronto,4.0,2012-12-16,238,TOR
2,L.A. Lakers,-4.0,2012-12-16,238,LAL
3,Philadelphia,4.0,2012-12-16,238,PHI
4,Denver,-4.5,2012-12-16,238,DEN
5,Sacramento,4.5,2012-12-16,238,SAC
6,New Orleans,5.0,2012-12-16,238,NOP
7,Portland,-5.0,2012-12-16,238,POR
0,Minnesota,-3.5,2012-12-17,238,MIN
1,Orlando,3.5,2012-12-17,238,ORL
2,Houston,7.5,2012-12-17,238,HOU
3,New York,-7.5,2012-12-17,238,NYK
4,L.A. Clippers,-7.0,2012-12-17,238,LAC
5,Detroit,7.0,2012-12-17,238,DET
6,Chicago,6.5,2012-12-17,238,CHI
7,Memphis,-6.5,2012-12-17,238,MEM
8,San Antonio,5.5,2012-12-17,238,SAS
9,Oklahoma City,-5.5,2012-12-17,238,OKC
10,Sacramento,7.0,2012-12-17,238,SAC
11,Phoenix,-7.0,2012-12-17,238,PHX
0,Golden State,6.5,2012-12-15,238,GSW
1,Atlanta,-6.5,2012-12-15,238,ATL
2,Orlando,1.5,2012-12-15,238,ORL
3,Charlotte,-1.5,2012-12-15,238,CHA
4,Cleveland,10.5,2012-12-15,238,CLE
5,New York,-10.5,2012-12-15,238,NYK
6,Washington,15.5,2012-12-15,238,WAS
7,Miami,-15.5,2012-12-15,238,MIA
8,Indiana,-2.0,2012-12-15,238,IND
9,Detroit,2.0,2012-12-15,238,DET
10,Brooklyn,4.5,2012-12-15,238,BKN
11,Chicago,-4.5,2012-12-15,238,CHI
12,Dallas,5.0,2012-12-15,238,DAL
13,Minnesota,-5.0,2012-12-15,238,MIN
14,L.A. Clippers,-5.0,2012-12-15,238,LAC
15,Milwaukee,5.0,2012-12-15,238,MIL
16,Boston,9.0,2012-12-15,238,BOS
17,San Antonio,-9.0,2012-12-15,238,SAS
18,Memphis,2.0,2012-12-15,238,MEM
19,Utah,-2.0,2012-12-15,238,UTA
0,Atlanta,-7.0,2012-12-18,238,ATL
1,Washington,7.0,2012-12-18,238,WAS
2,Toronto,5.0,2012-12-18,238,TOR
3,Cleveland,-5.0,2012-12-18,238,CLE
4,Utah,4.5,2012-12-18,238,UTA
5,Brooklyn,-4.5,2012-12-18,238,BKN
6,Minnesota,8.0,2012-12-18,238,MIN
7,Miami,-8.0,2012-12-18,238,MIA
8,Boston,1.5,2012-12-18,238,BOS
9,Chicago,-1.5,2012-12-18,238,CHI
10,Indiana,2.5,2012-12-18,238,IND
11,Milwaukee,-2.5,2012-12-18,238,MIL
12,Philadelphia,6.5,2012-12-18,238,PHI
13,Dallas,-6.5,2012-12-18,238,DAL
14,San Antonio,2.5,2012-12-18,238,SAS
15,Denver,-2.5,2012-12-18,238,DEN
16,Charlotte,12.5,2012-12-18,238,CHA
17,L.A. Lakers,-12.5,2012-12-18,238,LAL
